bin_id,pixels,science_counts,scaled_background_counts,background_variance,net_counts,signal_to_noise,source_fraction,valid,gate_target_signal_to_noise,gate_minimum_net_counts,gate_minimum_source_fraction
20,50,1644.0,12.838513356,1.4699715414335355,1631.161486644,40.211657809549514,0.9921906853065693,True,True,True,True
21,61,1638.0,12.387484985999999,1.4864158625411972,1625.612515014,40.14792671995499,0.99243743285348,True,True,True,True
22,54,1660.0,15.47113086,1.763290876435462,1644.52886914,40.34195320556257,0.9906800416506024,True,True,True,True
23,58,1648.0,16.746125336000002,1.9674197846619863,1631.253874664,40.159090803969846,0.9898385161796117,True,True,True,True
24,58,1656.0,16.456101715999996,1.9587440353534087,1639.543898284,40.265786780979354,0.9900627405096619,True,True,True,True
25,56,1658.0,11.866237171999998,1.338334465914303,1646.133762828,40.410818720328784,0.9928430415126659,True,True,True,True
26,62,1658.0,18.904687644,2.2039945473064217,1639.095312356,40.2275405256109,0.9885978964752714,True,True,True,True
27,60,1659.0,18.515603564,2.1490993966532814,1640.484396436,40.25017717329626,0.9888392986353225,True,True,True,True
28,62,1656.0,16.668925031999997,1.931130923881689,1639.331074968,40.2608952952196,0.9899342240144927,True,True,True,True
29,62,1634.0,14.430557817999999,1.7237881865009117,1619.569442182,40.044658019329745,0.99116856926683,True,True,True,True
30,69,1637.0,10.514154152000001,1.2270118652935922,1626.485845848,40.18493285694964,0.9935771813365913,True,True,True,True
31,91,2220.0,19.750143719999997,2.146756952985159,2200.24985628,46.675140346345415,0.9911035388648649,True,True,True,True
32,83,1626.0,5.44642047,0.5984450382548969,1620.55357953,40.18122917885833,0.9966504179151291,True,True,True,True
33,68,1686.0,22.759475306000002,2.688800753699842,1663.240524694,40.474383876392174,0.9865009043262158,True,True,True,True
34,73,1666.0,22.295334108,2.5903083853452635,1643.704665892,40.23916217002674,0.9866174465138056,True,True,True,True
35,94,1708.0,27.420269998000002,3.242357410127286,1680.579730002,40.6259341562396,0.9839459777529274,True,True,True,True
36,69,1720.0,21.675826655999998,2.565687972068171,1698.324173344,40.919723941004364,0.9873977751999999,True,True,True,True
37,64,1632.0,14.672594776,1.716458875072926,1617.327405224,40.01378215875285,0.9910094394754901,True,True,True,True
38,2990,2991.0,765.770737146,90.26872844583445,2225.229262854,40.08759243277483,0.7439750126559679,False,True,True,False
39,75,1656.0,20.450198172,2.4309593815296213,1635.549801828,40.16197620445592,0.9876508465144928,True,True,True,True
40,72,1649.0,21.702728908,2.5320687016968404,1627.297271092,40.042703431118795,0.9868388545130382,True,True,True,True
41,4445,3741.0,1238.217906768,145.27486358629673,2502.782093232,40.147294359307004,0.6690141922566158,False,True,True,False
42,1416,2327.0,376.86025961,44.304270995281584,1950.13974039,40.04719392213484,0.8380488785517834,True,True,True,True
43,75,1652.0,23.701399336,2.819917951955766,1628.298600664,40.02751969346545,0.9856529059709443,True,True,True,True
44,73,1649.0,21.976770068,2.605865648555607,1627.023229932,40.035065681975574,0.9866726682425713,True,True,True,True
45,79,1661.0,25.151827165999997,2.9043969159647096,1635.848172834,40.10317972224237,0.9848574189247441,True,True,True,True
46,8030,5163.0,2204.678720194,259.7531012869746,2958.321279806,40.173107028470824,0.5729849466988185,False,True,True,False
47,81,1653.0,24.910772486,2.9670245866402896,1628.089227514,40.008508423710275,0.9849299621984271,True,True,True,True
48,2529,2976.0,760.497242854,89.06907802760821,2215.502757146,40.01770344051802,0.7444565716216398,False,True,True,False
49,1324,2323.0,374.199045782,43.93766809274325,1948.800954218,40.056599018181274,0.8389156066371072,True,True,True,True
50,90,1690.0,24.323795302,2.7834725873901704,1665.676204698,40.48460222254085,0.9856072217147929,True,True,True,True
51,92,1661.0,27.742007838,3.2342655653542476,1633.257992162,40.035712531699815,0.983298008526189,True,True,True,True
52,88,1707.0,26.328736406,3.089270977107386,1680.671263594,40.64184202108266,0.9845760185084944,True,True,True,True
53,96,1675.0,29.293733514000003,3.485270198004728,1645.706266486,40.169234512230254,0.9825112038722388,True,True,True,True
54,126,1669.0,28.778705648,3.391186149434976,1640.221294352,40.10823130311245,0.9827569169275016,True,True,True,True
55,93,1664.0,29.364981729999997,3.5061742775283795,1634.63501827,40.030136692368046,0.9823527754026442,True,True,True,True
56,95,1687.0,28.887182826,3.4287429900663065,1658.112817174,40.32883180682147,0.9828765958352104,True,True,True,True
57,110,1679.0,34.943858062000004,4.078324136583063,1644.056141938,40.074164860850225,0.9791876962108399,True,True,True,True
58,1829,2565.0,515.247002882,60.600006972383156,2049.752997118,40.00251048088594,0.7991239754846005,False,True,True,False
59,108,1666.0,31.252727628,3.672308602856903,1634.747272372,40.006909073236045,0.9812408597671068,True,True,True,True
60,110,1678.0,34.365959419999996,4.074857354989437,1643.63404058,40.075824633053955,0.9795196904529201,True,True,True,True
61,102,1670.0,31.264635088000002,3.664177490682508,1638.735364912,40.05665369186185,0.9812786616239522,True,True,True,True
62,1701,2503.0,472.810419726,55.51175666516572,2030.189580274,40.13681308748657,0.8111025090986816,True,True,True,True
63,111,1649.0,16.402105692,1.8697496036193415,1632.597894308,40.18119301646899,0.9900533015815646,True,True,True,True
64,109,1673.0,31.374233547999996,3.682248944652211,1641.625766452,40.09117425903547,0.9812467223263599,True,True,True,True
65,154,1676.0,28.584275051999995,3.3365276420024936,1647.415724948,40.200767062046864,0.9829449432863961,True,True,True,True
66,114,1690.0,34.146025866,4.002573776209688,1655.853974134,40.231386669326376,0.9797952509668639,True,True,True,True
67,1202,2233.0,325.588398618,38.39481060602638,1907.411601382,40.02193711007232,0.8541923875423197,True,True,True,True
68,991,2138.0,273.751873102,32.16079221236446,1864.248126898,40.01821921877426,0.8719588993910197,True,True,True,True
69,926,2161.0,286.294538176,33.75318924291332,1874.705461824,40.016601302468,0.8675175667857473,True,True,True,True
70,117,1687.0,34.447881040000006,4.0803088881021585,1652.55211896,40.18583984170517,0.9795803906105512,True,True,True,True
71,121,1697.0,39.62589714800001,4.633416560359933,1657.374102852,40.17792888432195,0.9766494418691809,True,True,True,True
72,123,1682.0,37.846627528,4.490900499989357,1644.153372472,40.03596735742339,0.9774990323852556,True,True,True,True
73,138,1762.0,43.627378984,5.097124112427256,1718.372621016,40.877764222807826,0.9752398530170261,True,True,True,True
74,136,1690.0,40.13087147,4.67920528332059,1649.86912853,40.07797279238313,0.9762539222071005,True,True,True,True
75,178,1735.0,53.650701827999995,6.323783680511102,1681.349298172,40.291940228905844,0.9690774052864554,True,True,True,True
76,154,1703.0,47.862658578,5.619357349642467,1655.137341422,40.0415956524729,0.9718950918508514,True,True,True,True
77,119,1704.0,34.947025094,4.0866012705061605,1669.052974906,40.3845435139305,0.9794911824565727,True,True,True,True
78,134,1697.0,40.863051424000005,4.845041901395199,1656.136948576,40.14544160409629,0.975920417546258,True,True,True,True
79,627,1957.0,177.539829538,20.965578861247195,1779.460170462,40.01095402495737,0.909279596556975,True,True,True,True
80,142,1682.0,38.562854606,4.526212160943681,1643.437145394,40.01810791895217,0.9770732136706303,True,True,True,True
81,135,1693.0,41.497312614,4.850686362191214,1651.502687386,40.080168388149026,0.9754888880011813,True,True,True,True
82,137,1692.0,41.845760907999995,4.871918088906279,1650.154239092,40.05899118489335,0.9752684628203309,True,True,True,True
83,152,1710.0,43.42565905,5.138429953980157,1666.57434095,40.24158722703067,0.9746048777485381,True,True,True,True
84,681,1980.0,189.775040896,22.385299021046833,1790.224959104,40.00679710127717,0.9041540197494949,True,True,True,True
85,178,1752.0,42.70193884,5.004958625658257,1709.29806116,40.77850561692046,0.975626747237443,True,True,True,True
86,158,1712.0,46.465124122000006,5.423263519858103,1665.534875878,40.189727399219144,0.9728591564707945,True,True,True,True
87,851,2106.0,256.21187762,30.19584666336626,1849.78812238,40.02224565402859,0.8783419384520418,True,True,True,True
88,180,1707.0,46.471941206,5.597170685329122,1660.5280587940001,40.125329096800506,0.9727756642026949,True,True,True,True
89,1429,2382.0,409.221122026,48.24586373048196,1972.778877974,40.01780863367066,0.8282027195524768,True,True,True,True
90,154,1741.0,42.993353737999996,4.925880572166808,1698.006646262,40.63745339490806,0.9753053683296956,True,True,True,True
91,155,1699.0,45.815969614,5.41320524508291,1653.184030386,40.04365916882418,0.9730335670311948,True,True,True,True
92,171,1702.0,44.610777696,5.151121115110904,1657.389222304,40.113312472002164,0.973789202293772,True,True,True,True
93,167,1710.0,50.642186429999995,5.949378887099108,1659.35781357,40.05786593659882,0.9703846862982456,True,True,True,True
94,591,1929.0,163.45030219,19.192151180184744,1765.54969781,40.00037402160328,0.9152668210523587,True,True,True,True
95,1111,2213.0,315.173767904,37.083349792298215,1897.826232096,40.0089489316579,0.8575807646163579,True,True,True,True
96,182,1710.0,52.816897852000004,6.231552892208373,1657.183102148,40.00207825980831,0.9691129252327485,True,True,True,True
97,193,1725.0,53.698412472,6.294972019034287,1671.301587528,40.16699033900794,0.9688704855234783,True,True,True,True
98,169,1688.0,40.830321024,4.805456646030594,1647.169678976,40.03453735232056,0.9758114211943127,True,True,True,True
99,209,1734.0,64.300699148,7.547401878702363,1669.699300852,40.01019015773784,0.9629177052203,True,True,True,True
100,623,1956.0,174.382478918,20.604405807957228,1781.617521082,40.07325274414093,0.9108474034161554,True,True,True,True
101,429,1877.0,125.897391124,14.810626696495458,1751.102608876,40.25990675846206,0.9329262700458177,True,True,True,True
102,413,1852.0,120.483202276,14.13452540737741,1731.516797724,40.0825400464764,0.9349442752289417,True,True,True,True
103,179,1694.0,45.117155264000004,5.231542258185394,1648.882844736,40.000324910636856,0.9733664963022431,True,True,True,True
104,432,1869.0,132.187568518,15.677879315037117,1736.812431482,40.00684949160955,0.9292736391021936,True,True,True,True
105,195,1725.0,57.367916437999995,6.826549144082405,1667.632083562,40.07264834991343,0.9667432368475362,True,True,True,True
106,223,1903.0,54.198069882,6.3090506188603905,1848.801930118,42.31090067174496,0.9715196690057804,True,True,True,True
107,287,2237.0,71.249268504,8.327940777297062,2165.750731496,45.705512110559525,0.9681496341063924,True,True,True,True
108,204,1747.0,62.472169402,7.2393748386435455,1684.527830598,40.21923105292288,0.9642403151677161,True,True,True,True
109,189,1724.0,49.172459404,5.719217844272655,1674.827540596,40.270061090002585,0.971477691761021,True,True,True,True
110,518,1901.0,148.45636662200002,17.565803143801066,1752.5436333779999,40.01109986350357,0.9219061722135717,True,True,True,True
111,228,1756.0,69.80236636600002,8.148968423202263,1686.1976336339999,40.145867597765864,0.9602492218872437,True,True,True,True
112,425,1855.0,123.002038188,14.48558465333991,1731.997961812,40.057728274193856,0.9336916236183289,True,True,True,True
113,220,1756.0,69.76483162400001,8.1657899540589,1686.235168376,40.1465698418356,0.960270597025057,True,True,True,True
114,486,1895.0,145.843121114,17.183993596885358,1749.156878886,40.00036213139413,0.9230379308105541,True,True,True,True
115,214,1726.0,59.858773396000004,7.113757310673432,1666.141226604,40.02195282945028,0.9653193665144844,True,True,True,True
116,228,1739.0,66.473165076,7.813680247918908,1672.526834924,40.017486059490246,0.9617750632110408,True,True,True,True
117,387,1843.0,110.317776162,12.987017351617316,1732.682223838,40.219017104102804,0.9401422809755833,True,True,True,True
118,540,1927.0,157.734576318,18.404140414804374,1769.265423682,40.11327051833632,0.9181450045054488,True,True,True,True
119,307,1789.0,91.155897506,10.651654431141392,1697.844102494,40.022442140968465,0.9490464519250978,True,True,True,True
120,223,1875.0,61.555481464,7.300625832396154,1813.444518536,41.79841174446155,0.9671704098858667,True,True,True,True
121,272,1992.0,64.88709733799999,7.61302347314496,1927.1129026620001,43.09572396678258,0.9674261559548193,True,True,True,True
122,274,1767.0,79.374607486,9.350182693601502,1687.625392514,40.04163096996941,0.9550794524697227,True,True,True,True
123,278,1797.0,92.36650996399999,10.753666562659387,1704.633490036,40.09233873640971,0.9485996049170841,True,True,True,True
124,318,1801.0,97.528056632,11.353305881868284,1703.471943368,40.0141460398028,0.9458478308539701,True,True,True,True
125,424,1835.0,113.58712995799999,13.320576551069848,1721.4128700420001,40.040214598121075,0.9380996566986377,True,True,True,True
126,354,1817.0,105.983908802,12.613255257655183,1711.016091198,40.00133124229412,0.9416709362674738,True,True,True,True
127,297,1777.0,85.85736100599999,10.147266906107358,1691.142638994,40.00369145586384,0.951684096226224,True,True,True,True
128,321,1802.0,93.80366848,11.062866197591216,1708.19633152,40.11726832830205,0.9479446900776914,True,True,True,True
129,266,1765.0,74.613368616,8.80036074846197,1690.3866313839999,40.13596228733318,0.957726136761473,True,True,True,True
130,245,1749.0,71.718576268,8.40434350687276,1677.281423732,40.010141690178344,0.9589945247181246,True,True,True,True
131,297,1789.0,91.726306602,10.85671392132462,1697.273693398,40.00671697095312,0.9487276095013975,True,True,True,True
132,226,1738.0,65.675366436,7.7238778783919475,1672.324633564,40.0251355077297,0.9622121021657076,True,True,True,True
133,279,1766.0,78.47643389999999,9.273152197611878,1687.5235661,40.051358715898445,0.9555626082106455,True,True,True,True
134,277,1765.0,78.567217586,9.218697980865095,1686.432782414,40.037362474737954,0.955485995701983,True,True,True,True
135,273,1756.0,74.68298836,8.694305165454153,1681.31701164,40.02348163309338,0.9574698243963553,True,True,True,True
136,278,1767.0,79.574009992,9.3866502444336,1687.425990008,40.0364888622055,0.954966604418789,True,True,True,True
137,343,1810.0,102.179422926,12.028107783214612,1707.820577074,40.00964571770986,0.9435472801513812,True,True,True,True
