field,image_correction_RMS_arcsec,image_tangential_RMS_arcsec,correction_convergence_RMS,correction_shear_RMS,correction_gradient_spectral_norm_max,minimum_absolute_fixed_mapping_determinant,negative_fixed_mapping_determinants
P0652_finite_gather,0.3067909856684339,0.2612405076343207,0.02123384297016986,0.04033604952064194,0.18924057496574534,0.0005244479644430883,8
P0653_compact_gather,0.3189455305864946,0.2741627990500822,0.021224117436742004,0.04060872127994505,0.19466629330268695,0.0006726063565396133,8
P0654_padded_gather,0.3357614270372823,0.2889421827820614,0.020882527934016678,0.039659072685586355,0.1910800825162325,0.000577075140158925,8
P0655_padded_deposit,0.6404749942517391,0.5612599955124223,0.13890567500219894,0.1802234221881395,0.9292102009858837,0.014333808966966432,10
