system,region,cells,coherence_minimum,coherence_median,coherence_mean,coherence_maximum
DDO154,SPARC_score_radius_midplane,772,0.04712101413962375,0.3369606457513496,0.32468801184125345,0.5954496300146714
RXJ2129,strong_lens_projected_annulus_all_z,3036,0.11008154611450538,0.46915156408712555,0.48094387315652465,0.8090512789983876
