variant,law,radius_kpc,inward_acceleration_km2_s2_kpc,circular_speed_km_s,azimuthal_scatter_fraction,ring_cells
lumpy_razor_thin,newtonian,0.375,42.47341797689285,3.990931187246257,0.3905694844668723,8
lumpy_razor_thin,newtonian,0.75,57.64295194379465,6.575120832185974,0.2508891402888097,12
lumpy_razor_thin,newtonian,1.125,63.24244047043442,8.434912301217999,0.2822476693947519,16
lumpy_razor_thin,newtonian,1.5,72.19615465032629,10.406451459334706,0.26634903467587956,32
lumpy_razor_thin,newtonian,1.875,81.94392786223717,12.395356579852582,0.2561113235016024,28
lumpy_razor_thin,newtonian,2.25,82.00498558364383,13.58349062513751,0.2185052423190517,40
lumpy_razor_thin,newtonian,2.625,79.83181406973759,14.476135946206819,0.19244172777744914,40
lumpy_razor_thin,newtonian,3.0,77.31821030544666,15.230056825775142,0.23058923459550282,48
lumpy_razor_thin,newtonian,3.375,75.63403789219774,15.977010918384183,0.25678109275467403,68
lumpy_razor_thin,newtonian,3.75,75.1846012528121,16.791136194374857,0.2598838787808103,56
lumpy_razor_thin,newtonian,4.125,71.33061171276464,17.153389557610883,0.24176224848750363,72
lumpy_razor_thin,newtonian,4.5,68.43666278568507,17.5489310938183,0.19078716837675808,68
lumpy_razor_thin,newtonian,4.875,65.4503761199751,17.86254695122951,0.20665704273333954,88
lumpy_razor_thin,newtonian,5.25,62.89240402434032,18.170996701551257,0.25794203372313723,88
lumpy_razor_thin,newtonian,5.625,59.401765755933724,18.279358095325097,0.26033301814907434,84
lumpy_razor_thin,newtonian,6.0,56.13615165854362,18.352572297944004,0.2522681598488166,112
lumpy_razor_thin,newtonian,6.375,50.931758297006645,18.01915533934422,0.22194709754611858,112
lumpy_razor_thin,newtonian,6.75,47.33942617199434,17.87571331894092,0.21001551318705636,112
lumpy_razor_thin,newtonian,7.125,44.437576662254514,17.79375546978668,0.22062263393130527,116
lumpy_razor_thin,newtonian,7.5,42.3640678019762,17.824996732533265,0.22370481506043474,112
lumpy_razor_thin,newtonian,7.875,39.6803527975049,17.677182419162595,0.21582817776236574,144
lumpy_razor_thin,newtonian,8.25,36.73331386789007,17.40832672631385,0.1861913764798009,140
lumpy_razor_thin,newtonian,8.625,33.14901442738759,16.908880786031286,0.1540988981841125,144
lumpy_razor_thin,newtonian,9.0,29.806219486629956,16.37852177028408,0.14008540735616984,144
lumpy_razor_thin,newtonian,9.375,26.894346795304273,15.878743691047399,0.12178574814367832,168
lumpy_razor_thin,newtonian,9.75,24.90537778348377,15.582921208456609,0.10481973815434018,164
lumpy_razor_thin,newtonian,10.125,23.042837139473,15.274446832444182,0.09414271701563735,160
lumpy_razor_thin,newtonian,10.5,21.437099686248366,15.002984593260365,0.0807837204940552,184
lumpy_razor_thin,newtonian,10.875,20.078380725838212,14.776751686128131,0.06942300421878064,172
lumpy_razor_thin,newtonian,11.25,18.793411865316074,14.540491170686286,0.09202710636751152,200
lumpy_razor_thin,newtonian,11.625,17.757016213968594,14.36750895205515,0.12807812806474062,192
lumpy_razor_thin,QUMOND,0.375,249.83396739705253,9.679242623981212,0.3193296183452745,8
lumpy_razor_thin,QUMOND,0.75,324.87465556632486,15.609484029741138,0.21415250383551468,12
lumpy_razor_thin,QUMOND,1.125,349.25652563807813,19.822048111707275,0.25438664152271195,16
lumpy_razor_thin,QUMOND,1.5,396.3138466185798,24.381771263135697,0.24734068459179528,32
lumpy_razor_thin,QUMOND,1.875,452.94837449199684,29.14237811456872,0.22360871740591853,28
lumpy_razor_thin,QUMOND,2.25,468.8303910965602,32.4787373518008,0.20221099413901897,40
lumpy_razor_thin,QUMOND,2.625,477.1739261410752,35.3918289456807,0.1813670502329986,40
lumpy_razor_thin,QUMOND,3.0,482.80837086738387,38.058180626537464,0.20776342274093001,48
lumpy_razor_thin,QUMOND,3.375,492.61223849283715,40.77457915065863,0.2203456538204021,68
lumpy_razor_thin,QUMOND,3.75,506.35419236489855,43.57554613964545,0.21264990234151654,56
lumpy_razor_thin,QUMOND,4.125,500.56288025008445,45.44031118986311,0.19050898182434647,72
lumpy_razor_thin,QUMOND,4.5,497.91585090062983,47.33520179583937,0.14341759665626042,68
lumpy_razor_thin,QUMOND,4.875,493.29540309485293,49.03891403862251,0.14355003925102477,88
lumpy_razor_thin,QUMOND,5.25,490.58801091378933,50.75024194323998,0.16891407101197095,88
lumpy_razor_thin,QUMOND,5.625,482.91773618355245,52.11921206265961,0.16814934097129366,84
lumpy_razor_thin,QUMOND,6.0,476.3971570619694,53.46384705922139,0.16385382472148194,112
lumpy_razor_thin,QUMOND,6.375,457.58255517179316,54.01008044078606,0.14877353462841708,112
