radius_over_response_length,rational_point_force_ratio,entire_point_force_ratio
1.2860080806105677e-05,1.000000000473549,1.0000000000000007
1.3027045750547577e-05,1.000000000485925,1.0000000000000007
1.3196178433520269e-05,1.0000000004986247,1.0000000000000007
1.3367506999197092e-05,1.0000000005116563,1.0000000000000007
1.354105995715269e-05,1.0000000005250282,1.0000000000000007
1.3716866187107094e-05,1.0000000005387497,1.0000000000000007
1.3894954943731388e-05,1.00000000055283,1.0000000000000007
1.4075355861515773e-05,1.000000000567278,1.0000000000000007
1.4258098959700833e-05,1.0000000005821037,1.0000000000000009
1.444321464727282e-05,1.0000000005973169,1.0000000000000009
1.4630733728023806e-05,1.0000000006129277,1.0000000000000009
1.482068740567752e-05,1.0000000006289465,1.0000000000000009
1.5013107289081743e-05,1.000000000645384,1.0000000000000009
1.52080253974681e-05,1.000000000662251,1.0000000000000009
1.540547416578017e-05,1.0000000006795586,1.0000000000000009
1.560548645007075e-05,1.0000000006973189,1.000000000000001
1.580809553296919e-05,1.0000000007155432,1.000000000000001
1.6013335129219728e-05,1.0000000007342438,1.000000000000001
1.622123939129173e-05,1.000000000753433,1.000000000000001
1.643184291506274e-05,1.0000000007731238,1.000000000000001
1.664518074557535e-05,1.0000000007933294,1.0000000000000013
1.6861288382868804e-05,1.0000000008140628,1.0000000000000013
1.7080201787886285e-05,1.0000000008353382,1.0000000000000013
1.7301957388458942e-05,1.0000000008571697,1.0000000000000013
1.7526592085367583e-05,1.0000000008795715,1.0000000000000016
1.7754143258483065e-05,1.000000000902559,1.0000000000000016
1.7984648772986427e-05,1.0000000009261472,1.0000000000000016
1.8218146985669747e-05,1.0000000009503518,1.0000000000000016
1.8454676751318853e-05,1.000000000975189,1.0000000000000018
1.8694277429178843e-05,1.0000000010006753,1.0000000000000018
1.89369888895036e-05,1.000000001026828,1.0000000000000018
1.9182851520190317e-05,1.0000000010536638,1.000000000000002
1.943190623350014e-05,1.0000000010812011,1.000000000000002
1.968419447286611e-05,1.000000001109458,1.000000000000002
1.993975821978948e-05,1.0000000011384536,1.0000000000000022
2.0198640000825525e-05,1.0000000011682066,1.0000000000000022
2.046088289466011e-05,1.0000000011987376,1.0000000000000022
2.0726530539278113e-05,1.0000000012300663,1.0000000000000024
2.0995627139224895e-05,1.0000000012622137,1.0000000000000024
2.1268217472962084e-05,1.0000000012952015,1.0000000000000027
2.1544346900318823e-05,1.000000001329051,1.0000000000000027
2.18240613700398e-05,1.0000000013637855,1.0000000000000029
2.2107407427431233e-05,1.000000001399428,1.0000000000000029
2.2394432222106165e-05,1.0000000014360015,1.000000000000003
2.268518351583028e-05,1.000000001473531,1.000000000000003
2.297970969046965e-05,1.0000000015120414,1.0000000000000033
2.327805975604145e-05,1.0000000015515582,1.0000000000000033
2.3580283358869624e-05,1.0000000015921078,1.0000000000000036
2.3886430789846003e-05,1.0000000016337172,1.0000000000000038
2.4196552992798915e-05,1.000000001676414,1.0000000000000038
2.451070157297036e-05,1.0000000017202266,1.000000000000004
2.48289288056033e-05,1.0000000017651842,1.0000000000000042
2.5151287644640396e-05,1.0000000018113169,1.0000000000000042
2.5477831731535702e-05,1.0000000018586552,1.0000000000000044
2.5808615404180768e-05,1.0000000019072306,1.0000000000000047
2.6143693705946612e-05,1.0000000019570756,1.0000000000000049
2.6483122394843105e-05,1.0000000020082231,1.000000000000005
2.6826957952797274e-05,1.0000000020607076,1.000000000000005
2.717525759505204e-05,1.0000000021145636,1.0000000000000053
2.752807927968702e-05,1.0000000021698272,1.0000000000000056
2.7885481717262916e-05,1.000000002226535,1.0000000000000058
2.8247524380591123e-05,1.0000000022847246,1.000000000000006
2.8614267514630172e-05,1.0000000023444353,1.0000000000000062
2.8985772146510682e-05,1.0000000024057065,1.0000000000000067
2.9362100095690438e-05,1.000000002468579,1.0000000000000069
2.974331398424135e-05,1.0000000025330944,1.000000000000007
3.012947724726992e-05,1.0000000025992961,1.0000000000000073
3.052065414347305e-05,1.0000000026672278,1.0000000000000075
3.091690976583089e-05,1.000000002736935,1.000000000000008
3.131831005243845e-05,1.000000002808464,1.0000000000000082
3.1724921797477945e-05,1.0000000028818623,1.0000000000000087
3.213681266233353e-05,1.0000000029571787,1.0000000000000089
3.255405118685032e-05,1.0000000030344636,1.0000000000000093
3.297670680073967e-05,1.0000000031137684,1.0000000000000095
3.340484983513244e-05,1.0000000031951457,1.00000000000001
3.383855153428233e-05,1.0000000032786496,1.0000000000000104
3.4277884067421114e-05,1.000000003364336,1.0000000000000109
3.4722920540767816e-05,1.0000000034522618,1.0000000000000113
3.5173735009693805e-05,1.0000000035424854,1.0000000000000118
3.563040249104581e-05,1.000000003635067,1.0000000000000122
3.6092998975628984e-05,1.0000000037300683,1.0000000000000127
3.656160144085193e-05,1.000000003827552,1.000000000000013
3.703628786353604e-05,1.0000000039275838,1.0000000000000138
3.751713723289098e-05,1.0000000040302297,1.0000000000000142
3.800422956365882e-05,1.0000000041355583,1.0000000000000149
3.849764590942866e-05,1.0000000042436394,1.0000000000000153
3.89974683761242e-05,1.0000000043545454,1.000000000000016
3.9503780135666406e-05,1.0000000044683497,1.0000000000000167
4.001666543981357e-05,1.0000000045851283,1.0000000000000173
4.053620963418111e-05,1.0000000047049586,1.000000000000018
4.1062499172443026e-05,1.000000004827921,1.0000000000000187
4.1595621630718516e-05,1.0000000049540967,1.0000000000000193
4.213566572214459e-05,1.0000000050835698,1.0000000000000202
4.2682721311638256e-05,1.0000000052164268,1.0000000000000209
4.323687943085033e-05,1.000000005352756,1.0000000000000218
4.379823229331334e-05,1.000000005492648,1.0000000000000226
4.4366873309786156e-05,1.000000005636196,1.0000000000000235
4.49428971037978e-05,1.0000000057834955,1.0000000000000244
4.5526399527393066e-05,1.0000000059346446,1.0000000000000253
4.611747767708261e-05,1.0000000060897438,1.0000000000000264
4.671622991000006e-05,1.0000000062488965,1.0000000000000275
4.732275586026897e-05,1.0000000064122085,1.0000000000000286
4.7937156455582185e-05,1.0000000065797885,1.0000000000000298
4.855953393399655e-05,1.0000000067517483,1.0000000000000309
4.918999186094557e-05,1.000000006928202,1.000000000000032
4.982863514647306e-05,1.0000000071092672,1.0000000000000333
5.0475570062690426e-05,1.0000000072950643,1.0000000000000346
5.1130904261460714e-05,1.0000000074857174,1.000000000000036
5.1794746792312125e-05,1.0000000076813527,1.0000000000000375
5.2467208120584254e-05,1.000000007882101,1.0000000000000389
5.314840014580977e-05,1.0000000080880957,1.0000000000000404
5.3838436220334894e-05,1.000000008299474,1.000000000000042
5.45374311681815e-05,1.0000000085163763,1.0000000000000437
5.524550130415422e-05,1.0000000087389473,1.0000000000000453
5.5962764453195526e-05,1.000000008967335,1.0000000000000473
5.668933996999218e-05,1.0000000092016914,1.000000000000049
5.7425348758836175e-05,1.0000000094421726,1.000000000000051
5.817091329374358e-05,1.0000000096889385,1.000000000000053
5.892615763883457e-05,1.0000000099421535,1.000000000000055
5.9691207468978054e-05,1.000000010201986,1.0000000000000573
6.0466190090704354e-05,1.000000010468609,1.0000000000000595
6.125123446338936e-05,1.0000000107422,1.000000000000062
6.20464712207138e-05,1.0000000110229412,1.0000000000000644
6.285203269240097e-05,1.000000011311019,1.0000000000000668
6.36680529262369e-05,1.0000000116066259,1.0000000000000695
6.44946677103762e-05,1.000000011909958,1.0000000000000722
6.53320145959377e-05,1.0000000122212171,1.000000000000075
6.618023291989327e-05,1.000000012540611,1.0000000000000782
6.703946382825396e-05,1.000000012868352,1.000000000000081
6.790985029955707e-05,1.0000000132046583,1.0000000000000844
6.879153716865824e-05,1.0000000135497533,1.0000000000000877
6.968467115083234e-05,1.0000000139038672,1.000000000000091
7.058940086618738e-05,1.0000000142672356,1.0000000000000948
7.150587686439529e-05,1.0000000146401002,1.0000000000000984
7.243425164974396e-05,1.0000000150227093,1.0000000000001024
7.337467970651388e-05,1.0000000154153175,1.0000000000001064
7.432731752468559e-05,1.0000000158181859,1.0000000000001106
7.529232362597949e-05,1.0000000162315832,1.000000000000115
7.626985859023451e-05,1.0000000166557839,1.0000000000001195
7.726008508212903e-05,1.0000000170910708,1.0000000000001241
7.826316787824877e-05,1.0000000175377335,1.000000000000129
7.927927389450606e-05,1.000000017996069,1.0000000000001341
8.030857221391521e-05,1.0000000184663829,1.0000000000001394
8.135123411472834e-05,1.0000000189489877,1.000000000000145
8.240743309893665e-05,1.0000000194442051,1.0000000000001508
8.347734492114162e-05,1.0000000199523642,1.0000000000001565
8.456114761780107e-05,1.0000000204738035,1.0000000000001628
8.5659021536855e-05,1.0000000210088702,1.0000000000001692
8.677114936773598e-05,1.0000000215579201,1.0000000000001759
8.789771617176924e-05,1.0000000221213186,1.000000000000183
8.903890941296735e-05,1.000000022699441,1.00000000000019
9.019491898922486e-05,1.000000023292672,1.0000000000001976
9.13659372639178e-05,1.0000000239014062,1.0000000000002054
9.255215909791353e-05,1.000000024526049,1.0000000000002134
9.375378188199622e-05,1.000000025167016,1.0000000000002218
9.497100556971314e-05,1.000000025824734,1.0000000000002307
9.62040327106476e-05,1.0000000264996403,1.0000000000002398
9.745306848412376e-05,1.0000000271921845,1.0000000000002491
9.871832073334906e-05,1.0000000279028276,1.0000000000002591
0.0001,1.0000000286320423,1.0000000000002693
0.0001012983195592568,1.000000029380314,1.00000000000028
0.0001026134954552931,1.0000000301481407,1.0000000000002909
0.00010394574653722626,1.0000000309360335,1.0000000000003024
0.00010529529449553457,1.0000000317445168,1.0000000000003144
0.00010666236389894715,1.0000000325741285,1.0000000000003268
0.00010804718223181286,1.000000033425421,1.0000000000003397
0.00010944997993195432,1.0000000342989608,1.000000000000353
0.00011087099042901353,1.0000000351953293,1.000000000000367
0.00011231045018329516,1.000000036115123,1.0000000000003815
0.00011376859872511425,1.000000037058954,1.0000000000003966
0.0001152456786946548,1.0000000380274507,1.0000000000004121
0.00011674193588234575,1.0000000390212573,1.0000000000004285
0.00011825761926976129,1.0000000400410358,1.0000000000004454
0.00011979298107105204,1.0000000410874643,1.000000000000463
0.00012134827677491431,1.0000000421612396,1.0000000000004812
0.0001229237651871041,1.0000000432630762,1.0000000000005003
0.0001245197084735032,1.0000000443937076,1.0000000000005198
0.00012613637220374423,1.000000045553886,1.0000000000005405
0.0001277740253954024,1.0000000467443837,1.0000000000005618
0.00012943294055876067,1.000000047965993,1.000000000000584
0.0001311133937421563,1.000000049219527,1.0000000000006068
0.0001328156645779161,1.0000000505058197,1.0000000000006308
0.0001345400363288881,1.0000000518257275,1.0000000000006557
0.00013628679593557727,1.0000000531801285,1.0000000000006817
0.00013805623406389328,1.0000000545699244,1.0000000000007085
0.00013984864515351815,1.00000005599604,1.0000000000007365
0.00014166432746690193,1.0000000574594243,1.0000000000007656
0.00014350358313889433,1.0000000589610516,1.0000000000007958
0.00014536671822702095,1.0000000605019208,1.0000000000008271
0.00014725404276241208,1.0000000620830576,1.0000000000008598
0.00014916587080139287,1.0000000637055144,1.0000000000008937
0.0001511025204777431,1.0000000653703707,1.000000000000929
0.00015306431405563565,1.0000000670787346,1.0000000000009657
0.0001550515779832622,1.0000000688317432,1.0000000000010039
0.00015706464294715523,1.0000000706305627,1.0000000000010434
0.00015910384392721501,1.0000000724763909,1.0000000000010845
0.00016116952025245146,1.0000000743704556,1.0000000000011273
0.0001632620156574494,1.0000000763140175,1.0000000000011717
0.00016538167833956698,1.0000000783083702,1.0000000000012181
0.00016752886101687673,1.000000080354841,1.000000000001266
0.000169703920986859,1.0000000824547914,1.000000000001316
0.0001719072201858578,1.0000000846096195,1.000000000001368
0.00017413912524930547,1.0000000868207588,1.000000000001422
0.0001764000075727359,1.0000000890896812,1.0000000000014782
0.00017869024337358323,1.0000000914178964,1.0000000000015363
0.00018101021375378605,1.0000000938069538,1.000000000001597
0.000183360304763204,1.0000000962584434,1.00000000000166
0.00018574090746385755,1.0000000987739968,1.0000000000017255
0.00018815241799500192,1.0000001013552877,1.0000000000017937
0.00019059523763904565,1.0000001040040343,1.0000000000018645
0.00019306977288832537,1.0000001067219988,1.000000000001938
0.0001955764355127472,1.0000001095109905,1.0000000000020144
0.00019811564262830645,1.000000112372865,1.0000000000020939
0.00020068781676649706,1.000000115309527,1.0000000000021765
0.00020329338594462194,1.0000001183229308,1.0000000000022624
0.0002059327837370164,1.0000001214150815,1.0000000000023517
0.0002086064493471961,1.000000124588037,1.0000000000024445
0.0002113148276809419,1.000000127843909,1.0000000000025409
0.00021405836942033337,1.0000001311848639,1.0000000000026412
0.00021683753109874376,1.0000001346131249,1.0000000000027454
0.0002196527751768083,1.0000001381309735,1.0000000000028537
0.00022250457011937917,1.0000001417407507,1.0000000000029663
0.00022539339047347934,1.0000001454448586,1.0000000000030833
0.00022831971694726858,1.0000001492457622,1.000000000003205
0.00023128403649003477,1.0000001531459908,1.0000000000033316
0.00023428684237322353,1.0000001571481398,1.000000000003463
0.00023732863427252025,1.0000001612548723,1.0000000000035996
0.00024040991835099743,1.0000001654689212,1.0000000000037417
0.00024353120734334175,1.0000001697930905,1.0000000000038893
0.0002466930206411746,1.000000174230258,1.0000000000040428
0.0002498958843794804,1.000000178783376,1.0000000000042022
0.000253140331524157,1.0000001834554748,1.000000000004368
0.0002564269019607026,1.0000001882496627,1.0000000000045404
0.0002597561425840547,1.0000001931691305,1.0000000000047196
0.00026312860738959446,1.0000001982171514,1.0000000000049059
0.0002665448575653336,1.0000002033970843,1.0000000000050995
0.0002700054615852975,1.0000002087123763,1.0000000000053006
0.00027351099530412105,1.0000002141665643,1.0000000000055098
0.0002770620420528724,1.0000002197632776,1.0000000000057272
0.00028065919273612117,1.00000022550624,1.0000000000059532
0.0002843030459302665,1.0000002313992733,1.000000000006188
0.000287994207983142,1.0000002374462984,1.0000000000064322
0.00029173329311491387,1.0000002436513393,1.000000000006686
0.0002955209235202888,1.0000002500185246,1.0000000000069498
0.00029935772947204905,1.0000002565520911,1.000000000007224
0.00030324434942593175,1.0000002632563862,1.000000000007509
0.0003071814301268696,1.000000270135871,1.0000000000078053
0.0003111696267166116,1.0000002771951229,1.0000000000081133
0.00031520960284273975,1.0000002844388387,1.0000000000084335
0.0003193020307691027,1.0000002918718385,1.0000000000087663
0.00032344759148768217,1.000000299499068,1.000000000009112
0.00032764697483191177,1.000000307325602,1.0000000000094718
0.00033190087959146774,1.0000003153566486,1.0000000000098455
0.0003362100136285491,1.0000003235975505,1.0000000000102338
0.00034057509399566853,1.0000003320537916,1.0000000000106377
0.00034499684705497155,1.0000003407309979,1.0000000000110574
0.0003494760085991055,1.000000349634943,1.0000000000114937
0.0003540133239736577,1.0000003587715511,1.000000000011947
0.0003586095482011829,1.0000003681469014,1.0000000000124185
0.0003632654461068413,1.0000003777672313,1.0000000000129086
0.0003679817924456679,1.000000387638942,1.000000000013418
0.0003727593720314938,1.0000003977686012,1.0000000000139473
0.00037759897986754153,1.0000004081629488,1.0000000000144977
0.000382501421278716,1.0000004188289,1.0000000000150697
0.00038746751204561284,1.0000004297735514,1.0000000000156644
0.0003924980785402667,1.0000004410041847,1.0000000000162825
0.00039759395786366215,1.0000004525282717,1.000000000016925
0.00040275599798502934,1.0000004643534797,1.0000000000175928
0.0004079850578829489,1.0000004764876758,1.000000000018287
0.00041328200768828843,1.000000488938933,1.0000000000190084
0.0004186477288289947,1.0000005017155351,1.0000000000197584
0.00042408311417676593,1.0000005148259823,1.000000000020538
0.00042958906819562826,1.000000528278997,1.0000000000213485
0.00043516650709244113,1.000000542083529,1.000000000022191
0.00044081635896935697,1.0000005562487622,1.0000000000230664
0.00044653956397825985,1.0000005707841206,1.0000000000239766
0.00045233707447720964,1.000000585699274,1.0000000000249227
0.00045820985518891724,1.000000601004145,1.000000000025906
0.00046415888336127724,1.0000006167089153,1.0000000000269282
0.0004701851489299847,1.0000006328240323,1.0000000000279907
0.0004762896546832634,1.0000006493602172,1.0000000000290952
0.00048247341642873294,1.00000066632847,1.0000000000302431
0.0004887374631624417,1.0000006837400792,1.0000000000314364
0.0004950828372400952,1.0000007016066272,1.000000000032677
0.000501510594550507,1.0000007199399996,1.0000000000339662
0.0005080218046913012,1.0000007387523921,1.0000000000353064
0.0005146175511468979,1.000000758056319,1.0000000000366995
0.0005212989314688064,1.0000007778646218,1.0000000000381477
0.0005280670574582627,1.000000798190477,1.000000000039653
0.0005349230553512351,1.0000008190474055,1.0000000000412175
0.0005418680660058365,1.000000840449281,1.0000000000428437
0.0005489032450921569,1.0000008624103403,1.0000000000445344
0.0005560297632845836,1.0000008849451911,1.0000000000462916
0.0005632488064565967,1.0000009080688232,1.0000000000481182
0.0005705615758781033,1.0000009317966183,1.0000000000500167
0.0005779692884153325,1.0000009561443588,1.0000000000519902
0.0005854731767333261,1.0000009811282402,1.0000000000540417
0.0005930744895010571,1.0000010067648806,1.000000000056174
0.0006007744915992117,1.0000010330713323,1.0000000000583904
0.0006085744643306699,1.0000010600650924,1.0000000000606943
0.0006164757056337174,1.000001087764116,1.0000000000630893
0.0006244795302980264,1.000001116186826,1.0000000000655787
0.0006325872701834406,1.0000011453521276,1.0000000000681661
0.0006408002744416009,1.0000011752794187,1.0000000000708558
0.0006491199097404476,1.0000012059886043,1.0000000000736515
0.0006575475604916379,1.0000012375001093,1.0000000000765576
0.0006660846290809168,1.0000012698348917,1.0000000000795786
0.0006747325361014775,1.000001303014457,1.0000000000827185
0.0006834927205903524,1.0000013370608725,1.0000000000859823
0.0006923666402678735,1.0000013719967813,1.000000000089375
0.0007013557717802405,1.0000014078454185,1.0000000000929015
0.0007104616109452398,1.0000014446306251,1.0000000000965672
0.0007196856730011528,1.0000014823768657,1.0000000001003775
0.0007290294928588958,1.000001521109243,1.000000000104338
0.0007384946253574335,1.0000015608535153,1.000000000108455
0.0007480826455225093,1.000001601636114,1.0000000001127343
0.0007577951488287339,1.00000164348416,1.0000000001171825
0.0007676337514650766,1.0000016864254833,1.0000000001218063
0.0007776000906038043,1.0000017304886395,1.0000000001266125
0.0007876958246729122,1.000001775702931,1.0000000001316083
0.0007979226336320898,1.0000018220984244,1.0000000001368012
0.0008082822192522723,1.0000018697059716,1.000000000142199
0.0008187763053988195,1.0000019185572309,1.0000000001478098
0.0008294066383183726,1.000001968684686,1.000000000153642
0.0008401749869294344,1.0000020201216695,1.0000000001597042
0.0008510831431167226,1.000002072902384,1.0000000001660059
0.0008621329220293445,1.0000021270619257,1.000000000172556
0.0008733261623828437,1.0000021826363064,1.0000000001793647
0.000884664726765167,1.0000022396624786,1.000000000186442
0.000896150501946605,1.0000022981783592,1.0000000001937985
0.0009077853991937558,1.0000023582228557,1.0000000002014453
0.0009195713545875658,1.000002419835891,1.0000000002093938
0.0009315103293454989,1.00000248305843,1.000000000217656
0.000943604310147889,1.0000025479325076,1.0000000002262441
0.0009558553094685293,1.000002614501256,1.000000000235171
0.0009682653659095539,1.0000026828089332,1.0000000002444502
0.000980836544540667,1.0000027529009532,1.0000000002540956
0.0009935709372427771,1.0000028248239148,1.0000000002641216
0.0010064706630560913,1.0000028986256337,1.0000000002745433
0.0010195378685327302,1.000002974355174,1.000000000285376
0.0010327747280939206,1.0000030520628802,1.0000000002966363
0.0010461834443918252,1.0000031318004117,1.0000000003083407
0.0010597662486760708,1.0000032136207755,1.0000000003205072
0.0010735254011650344,1.000003297578363,1.0000000003331535
0.00108746319142195,1.0000033837289852,1.000000000346299
0.0011015819387358995,1.0000034721299098,1.000000000359963
0.001115883992507748,1.0000035628398996,1.0000000003741663
0.001130371732641092,1.0000036559192509,1.0000000003889298
0.0011450475699382812,1.000003751429834,1.000000000404276
0.0011599139465015846,1.0000038494351344,1.0000000004202276
0.0011749733361395623,1.000003950000294,1.0000000004368088
0.0011902282447787144,1.0000040531921552,1.0000000004540441
0.0012056812108804753,1.0000041590793054,1.0000000004719596
0.001221334805863621,1.0000042677321213,1.000000000490582
0.0012371916345321594,1.0000043792228173,1.0000000005099392
0.0012532543355087795,1.0000044936254913,1.00000000053006
0.0012695255816739237,1.0000046110161764,1.0000000005509748
0.001286008080610565,1.0000047314728888,1.000000000572715
0.0013027045750547551,1.0000048550756815,1.0000000005953127
0.0013196178433520242,1.000004981906696,1.0000000006188023
0.0013367506999197064,1.0000051120502178,1.0000000006432186
0.001354105995715266,1.000005245592732,1.0000000006685985
0.0013716866187107066,1.0000053826229798,1.0000000006949796
0.001389495494373136,1.0000055232320189,1.0000000007224017
0.0014075355861515744,1.0000056675132825,1.000000000750906
0.0014258098959700804,1.0000058155626423,1.0000000007805347
0.001444321464727279,1.0000059674784711,1.0000000008113326
0.0014630733728023776,1.0000061233617086,1.0000000008433458
0.001482068740567749,1.0000062833159287,1.000000000876622
0.001501310728908171,1.0000064474474069,1.0000000009112113
0.0015208025397468068,1.000006615865192,1.0000000009471655
0.001540547416578014,1.0000067886811776,1.0000000009845382
0.0015605486450070718,1.0000069660101774,1.0000000010233856
0.0015808095532969155,1.0000071479699992,1.0000000010637657
0.0016013335129219696,1.000007334681525,1.0000000011057393
0.0016221239391291697,1.0000075262687904,1.0000000011493688
0.0016431842915062705,1.0000077228590665,1.00000000119472
0.0016645180745575318,1.0000079245829443,1.0000000012418606
0.001686128838286877,1.0000081315744218,1.0000000012908614
0.001708020178788632,1.0000083439709924,1.0000000013417953
0.001730195738845898,1.0000085619137355,1.0000000013947392
0.001752659208536762,1.0000087855474107,1.000000001449772
0.0017754143258483103,1.0000090150205534,1.0000000015069765
0.0017984648772986463,1.0000092504855735,1.0000000015664379
0.0018218146985669785,1.0000094920988556,1.0000000016282455
0.001845467675131889,1.000009740020863,1.000000001692492
0.0018694277429178881,1.0000099944162444,1.0000000017592734
0.0018936988889503641,1.0000102554539423,1.0000000018286899
0.0019182851520190354,1.000010523307305,1.0000000019008453
0.001943190623350018,1.000010798154202,1.0000000019758477
0.001968419447286615,1.0000110801771402,1.0000000020538098
0.001993975821978952,1.0000113695633865,1.0000000021348479
0.0020198640000825565,1.0000116665050913,1.0000000022190836
0.002046088289466015,1.0000119711994144,1.0000000023066429
0.0020726530539278156,1.0000122838486574,1.0000000023976572
0.0020995627139224937,1.0000126046603963,1.0000000024922626
0.0021268217472962124,1.0000129338476196,1.0000000025906008
0.002154434690031887,1.000013271628868,1.0000000026928193
0.0021824061370039846,1.0000136182283812,1.0000000027990712
0.002210740742743128,1.0000139738762441,1.0000000029095153
0.0022394432222106212,1.0000143388085398,1.0000000030243175
0.0022685183515830324,1.0000147132675068,1.0000000031436493
0.002297970969046965,1.0000150975016973,1.0000000032676897
0.002327805975604145,1.000015491766143,1.0000000033966243
0.002358028335886962,1.0000158963225236,1.0000000035306464
0.0023886430789846003,1.000016311439339,1.0000000036699568
0.0024196552992798914,1.0000167373920883,1.0000000038147638
0.002451070157297036,1.00001717446345,1.0000000039652848
0.00248289288056033,1.0000176229434714,1.0000000041217447
0.0025151287644640395,1.0000180831297578,1.0000000042843782
0.00254778317315357,1.0000185553276708,1.000000004453429
0.002580861540418077,1.00001903985053,1.0000000046291497
0.002614369370594661,1.000019537019819,1.0000000048118043
0.0026483122394843107,1.0000200471653995,1.0000000050016657
0.002682695795279727,1.0000205706257281,1.0000000051990188
0.002717525759505204,1.0000211077480798,1.0000000054041587
0.0027528079279687022,1.0000216588887785,1.000000005617393
0.0027885481717262917,1.000022224413431,1.0000000058390408
0.0028247524380591122,1.0000228046971698,1.0000000060694345
0.002861426751463017,1.0000234001249002,1.0000000063089187
0.002898577214651068,1.0000240110915544,1.0000000065578525
0.0029362100095690438,1.000024638002352,1.0000000068166086
0.002974331398424135,1.0000252812730692,1.0000000070855746
0.003012947724726992,1.0000259413303105,1.0000000073651532
0.0030520654143473052,1.0000266186117934,1.0000000076557631
0.003091690976583089,1.0000273135666344,1.00000000795784
0.0031318310052438447,1.0000280266556478,1.0000000082718359
0.0031724921797477946,1.000028758351648,1.0000000085982212
0.0032136812662333526,1.0000295091397629,1.000000008937485
0.003255405118685032,1.000030279517753,1.0000000092901353
0.003297670680073967,1.0000310699963393,1.0000000096567
0.0033404849835132443,1.0000318810995423,1.0000000100377286
0.003383855153428233,1.0000327133650253,1.0000000104337916
0.0034277884067421115,1.0000335673444498,1.0000000108454823
0.0034722920540767813,1.0000344436038395,1.000000011273417
0.00351737350096938,1.0000353427239532,1.000000011718237
0.0035630402491045815,1.0000362653006676,1.0000000121806085
0.003609299897562899,1.00003721194537,1.0000000126612238
0.0036561601440851937,1.0000381832853615,1.0000000131608031
0.0037036287863536034,1.00003917996427,1.0000000136800946
0.0037517137232890977,1.0000402026424744,1.0000000142198757
0.003800422956365882,1.0000412519975397,1.0000000147809553
0.0038497645909428657,1.0000423287246625,1.0000000153641737
0.00389974683761242,1.0000434335371307,1.0000000159704043
0.003950378013566641,1.0000445671667912,1.0000000166005552
0.0040016665439813566,1.0000457303645325,1.00000001725557
0.004053620963418102,1.0000469239007794,1.0000000179364303
0.004106249917244294,1.0000481485659996,1.0000000186441553
0.004159562163071843,1.0000494051712236,1.0000000193798055
0.0042135665722144505,1.0000506945485796,1.0000000201444823
0.004268272131163817,1.0000520175518395,1.0000000209393314
0.004323687943085024,1.000053375056981,1.0000000217655431
0.004379823229331325,1.0000547679627645,1.000000022624355
0.004436687330978606,1.0000561971913229,1.0000000235170532
0.004494289710379771,1.0000576636887688,1.000000024444975
0.004552639952739297,1.000059168425816,1.00000002540951
0.004611747767708251,1.0000607123984175,1.0000000264121032
0.004671622990999997,1.0000622966284205,1.000000027454256
0.004732275586026887,1.0000639221642371,1.0000000285375295
0.004793715645558209,1.0000655900815338,1.0000000296635458
0.004855953393399645,1.0000673014839372,1.000000030833992
0.004918999186094547,1.0000690575037596,1.0000000320506208
0.004982863514647296,1.0000708593027416,1.0000000333152543
0.005047557006269032,1.0000727080728158,1.0000000346297873
0.005113090426146061,1.0000746050368883,1.0000000359961878
0.005179474679231202,1.0000765514496412,1.0000000374165032
0.005246720812058414,1.0000785485983572,1.0000000388928603
0.005314840014580966,1.0000805978037615,1.0000000404274703
0.0053838436220335,1.0000827004208908,1.000000042022632
0.0054537431168181615,1.0000848578399797,1.0000000436807346
0.005524550130415433,1.0000870714873735,1.0000000454042615
0.005596276445319564,1.0000893428264628,1.000000047195794
0.005668933996999229,1.0000916733586418,1.0000000490580154
0.005742534875883629,1.000094064624293,1.000000050993715
0.00581709132937437,1.0000965182037966,1.0000000530057922
0.005892615763883469,1.0000990357185637,1.0000000550972605
0.0059691207468978175,1.0001016188321,1.0000000572712524
0.006046619009070448,1.000104269251094,1.000000059531024
0.00612512344633895,1.000106988726534,1.0000000618799603
0.006204647122071393,1.000109779054854,1.000000064321579
0.00628520326924011,1.0001126420791093,1.0000000668595375
0.006366805292623703,1.0001155796901817,1.0000000694976365
0.006449466771037634,1.0001185938280162,1.0000000722398277
0.006533201459593784,1.0001216864828886,1.0000000750902183
0.0066180232919893405,1.0001248596967076,1.0000000780530773
0.006703946382825409,1.0001281155643484,1.0000000811328427
0.0067909850299557204,1.0001314562350216,1.000000084334127
0.006879153716865837,1.0001348839136763,1.000000087661725
0.006968467115083248,1.0001384008624412,1.0000000911206208
0.007058940086618753,1.0001420094021,1.000000094715995
0.007150587686439543,1.0001457119136072,1.0000000984532325
0.0072434251649743965,1.0001495108396405,1.0000001023379308
0.0073374679706513886,1.0001534086861958,1.0000001063759083
0.0074327317524685585,1.0001574080242202,1.0000001105732133
0.007529232362597949,1.0001615114912883,1.0000001149361317
0.0076269858590234515,1.0001657217933217,1.0000001194711987
0.0077260085082129035,1.000170041706353,1.0000001241852063
0.007826316787824876,1.0001744740783327,1.0000001290852154
0.007927927389450607,1.0001790218309843,1.0000001341785647
0.00803085722139152,1.0001836879617079,1.0000001394728828
0.008135123411472834,1.0001884755455288,1.0000001449760996
0.008240743309893666,1.0001933877371012,1.0000001506964573
