momentum_squared_times_length_squared,positive_spectral_transfer_uv_normalized,positive_spectral_derivative,rational_far_enhancing_transfer,entire_no_pole_transfer,entire_transfer_derivative
2.0705180446774625e-08,0.08415847667356557,6.377435316501258,6.726790095544326,6.726789948638348,-12.821921226992686
2.0896811251308628e-08,0.08415847789567861,6.377434968076685,6.726790094446897,6.726789946181272,-12.821921219852184
2.109021563928672e-08,0.08415847912910247,6.377434616427465,6.726790093339311,6.726789943701456,-12.821921212645595
2.128541002559706e-08,0.08415848037394187,6.37743426152376,6.7267900922214725,6.72678994119869,-12.82192120537231
2.1482410977051057e-08,0.08415848163030246,6.377433903335451,6.72679009109329,6.726789938672759,-12.82192119803171
2.1681235213789577e-08,0.08415848289829085,6.377433541832136,6.726790089954664,6.726789936123449,-12.821921190623165
2.1881899610701783e-08,0.08415848417801468,6.377433176983142,6.726790088805502,6.726789933550547,-12.82192118314606
2.2084421198857478e-08,0.08415848546958252,6.377432808757503,6.726790087645703,6.726789930953831,-12.821921175599746
2.228881716695275e-08,0.08415848677310404,6.377432437123969,6.72679008647517,6.726789928333083,-12.821921167983598
2.2495104862768547e-08,0.08415848808868984,6.377432062051001,6.726790085293804,6.726789925688078,-12.821921160296954
2.270330179464318e-08,0.08415848941645158,6.377431683506768,6.726790084101504,6.726789923018593,-12.821921152539169
2.2913425632958457e-08,0.08415849075650197,6.377431301459149,6.7267900828981695,6.726789920324403,-12.821921144709586
2.3125494211639155e-08,0.08415849210895474,6.377430915875717,6.726790081683697,6.7267899176052754,-12.821921136807536
2.3339525529666818e-08,0.08415849347392464,6.377430526723751,6.726790080457985,6.726789914860983,-12.821921128832352
2.355553775260732e-08,0.08415849485152753,6.377430133970228,6.726790079220928,6.7267899120912915,-12.821921120783358
2.37735492141528e-08,0.08415849624188036,6.377429737581812,6.726790077972423,6.726789909295966,-12.821921112659867
2.3993578417677443e-08,0.08415849764510108,6.37742933752487,6.726790076712361,6.726789906474767,-12.821921104461188
2.4215644037808056e-08,0.08415849906130884,6.377428933765446,6.726790075440639,6.72678990362746,-12.821921096186635
2.443976492200919e-08,0.08415850049062382,6.377428526269278,6.726790074157145,6.7267899007538,-12.821921087835495
2.4665960092182517e-08,0.08415850193316729,6.377428115001783,6.726790072861772,6.726789897853543,-12.821921079407064
2.4894248746281443e-08,0.08415850338906174,6.377427699928061,6.7267900715544116,6.726789894926444,-12.821921070900629
2.5124650259940438e-08,0.08415850485843068,6.377427281012885,6.72679007023495,6.726789891972255,-12.821921062315466
2.53571841881197e-08,0.08415850634139885,6.377426858220704,6.726790068903278,6.726789888990723,-12.82192105365084
2.559187026676454e-08,0.0841585078380921,6.377426431515641,6.72679006755928,6.726789885981597,-12.821921044906025
2.5828728414480606e-08,0.08415850934863747,6.37742600086148,6.726790066202843,6.72678988294462,-12.821921036080273
2.6067778734224584e-08,0.08415851087316313,6.377425566221678,6.7267900648338514,6.7267898798795365,-12.82192102717284
2.630904151501011e-08,0.08415851241179852,6.3774251275593485,6.7267900634521895,6.726789876786083,-12.82192101818296
2.6552537233629906e-08,0.08415851396467418,6.377424684837265,6.726790062057741,6.726789873664,-12.821921009109882
2.679828655639388e-08,0.08415851553192191,6.377424238017856,6.726790060650387,6.726789870513023,-12.821920999952832
2.7046310340882827e-08,0.08415851711367475,6.377423787063201,6.726790059230007,6.72678986733288,-12.821920990711027
2.729662963771891e-08,0.08415851871006692,6.377423331935034,6.726790057796481,6.726789864123306,-12.821920981383691
2.7549265692352167e-08,0.08415852032123394,6.377422872594733,6.726790056349687,6.726789860884026,-12.821920971970025
2.7804239946863918e-08,0.08415852194731253,6.377422409003309,6.726790054889503,6.726789857614767,-12.821920962469235
2.8061574041786293e-08,0.0841585235884407,6.377421941121429,6.726790053415805,6.72678985431525,-12.821920952880516
2.83212898179391e-08,0.08415852524475773,6.377421468909381,6.726790051928468,6.726789850985194,-12.821920943203049
2.858340931828371e-08,0.08415852691640419,6.377420992327097,6.726790050427363,6.726789847624319,-12.821920933436017
2.8847954789793567e-08,0.08415852860352196,6.377420511334126,6.726790048912368,6.726789844232338,-12.821920923578588
2.9114948685342536e-08,0.08415853030625424,6.377420025889657,6.72679004738335,6.726789840808963,-12.821920913629922
2.9384413665610735e-08,0.08415853202474555,6.377419535952489,6.726790045840181,6.726789837353905,-12.821920903589184
2.9656372601007474e-08,0.0841585337591417,6.377419041481048,6.726790044282728,6.726789833866869,-12.821920893455518
2.9930848573612574e-08,0.08415853550958993,6.377418542433368,6.726790042710863,6.72678983034756,-12.82192088322806
3.0207864879135295e-08,0.08415853727623877,6.377418038767104,6.726790041124448,6.726789826795678,-12.821920872905944
3.0487445028891784e-08,0.0841585390592382,6.377417530439511,6.726790039523352,6.726789823210923,-12.821920862488293
3.076961275180019e-08,0.08415854085873951,6.377417017407449,6.726790037907436,6.726789819592991,-12.821920851974228
3.1054391996394783e-08,0.08415854267489543,6.377416499627386,6.726790036276566,6.726789815941574,-12.821920841362852
3.1341806932858754e-08,0.08415854450786012,6.377415977055376,6.726790034630601,6.726789812256362,-12.821920830653266
3.1631881955075236e-08,0.08415854635778913,6.37741544964708,6.726790032969402,6.726789808537045,-12.821920819844564
3.192464168269789e-08,0.08415854822483945,6.377414917357735,6.726790031292829,6.726789804783302,-12.821920808935822
3.2220110963240655e-08,0.08415855010916957,6.377414380142174,6.726790029600737,6.726789800994818,-12.821920797926115
3.251831487418623e-08,0.0841585520109394,6.377413837954806,6.726790027892986,6.7267897971712705,-12.82192078681451
3.281927872511478e-08,0.08415855393031034,6.37741329074962,6.7267900261694304,6.726789793312337,-12.821920775600072
3.312302805985188e-08,0.0841585558674453,6.377412738480184,6.7267900244299215,6.726789789417687,-12.821920764281836
3.34295886586368e-08,0.0841585578225087,6.377412181099627,6.726790022674313,6.726789785486991,-12.82192075285885
3.3738986540310165e-08,0.08415855979566643,6.37741161856065,6.726790020902457,6.7267897815199165,-12.82192074133014
3.405124796452242e-08,0.08415856178708596,6.377411050815516,6.7267900191142,6.726789777516125,-12.821920729694732
3.436639943396282e-08,0.08415856379693636,6.3774104778160465,6.726790017309394,6.726789773475278,-12.821920717951633
3.4684467696608394e-08,0.08415856582538811,6.377409899513618,6.726790015487884,6.7267897693970315,-12.82192070609985
3.5005479747994386e-08,0.08415856787261346,6.377409315859149,6.726790013649516,6.7267897652810404,-12.821920694138376
3.532946283350533e-08,0.0841585699387861,6.377408726803117,6.726790011794133,6.7267897611269545,-12.821920682066194
3.5656444450687756e-08,0.08415857202408145,6.377408132295534,6.7267900099215785,6.726789756934424,-12.821920669882289
3.598645235158355e-08,0.08415857412867642,6.377407532285945,6.726790008031693,6.7267897527030875,-12.821920657585611
3.63195145450856e-08,0.08415857625274965,6.377406926723437,6.7267900061243155,6.726789748432592,-12.821920645175132
3.6655659299315207e-08,0.08415857839648143,6.377406315556624,6.726790004199284,6.726789744122569,-12.821920632649784
3.699491514402087e-08,0.0841585805600537,6.377405698733638,6.726790002256438,6.7267897397726575,-12.821920620008514
3.7337310872999905e-08,0.08415858274365007,6.377405076202139,6.72679000029561,6.726789735382487,-12.821920607250247
3.768287554654253e-08,0.08415858494745586,6.3774044479092975,6.726789998316634,6.726789730951683,-12.8219205943739
3.803163849389782e-08,0.08415858717165813,6.3774038138017985,6.726789996319341,6.726789726479874,-12.821920581378382
3.838362931576324e-08,0.0841585894164456,6.377403173825829,6.726789994303563,6.726789721966675,-12.821920568262584
3.8738877886797165e-08,0.08415859168200886,6.377402527927086,6.72678999226913,6.726789717411706,-12.821920555025399
3.9097414358154e-08,0.08415859396854014,6.377401876050754,6.726789990215867,6.726789712814579,-12.821920541665696
3.94592691600435e-08,0.08415859627623352,6.377401218141521,6.7267899881436,6.7267897081749055,-12.82192052818235
3.9824473004313345e-08,0.08415859860528485,6.377400554143552,6.726789986052155,6.726789703492293,-12.821920514574218
4.0193056887056074e-08,0.08415860095589178,6.377399884000506,6.7267899839413525,6.726789698766338,-12.821920500840132
4.0565052091239335e-08,0.08415860332825381,6.377399207655515,6.726789981811015,6.726789693996644,-12.821920486978934
4.094049018936124e-08,0.08415860572257232,6.377398525051181,6.72678997966096,6.726789689182808,-12.821920472989452
4.131940304613027e-08,0.08415860813905049,6.377397836129584,6.726789977491005,6.726789684324416,-12.82192045887049
4.1701822821169214e-08,0.0841586105778934,6.377397140832265,6.726789975300967,6.72678967942106,-12.821920444620856
4.208778197174507e-08,0.08415861303930804,6.377396439100216,6.726789973090661,6.726789674472324,-12.821920430239345
4.247731325552355e-08,0.08415861552350333,6.3773957308738956,6.726789970859897,6.726789669477785,-12.821920415724726
4.2870449733349744e-08,0.0841586180306901,6.377395016093203,6.726789968608487,6.72678966443702,-12.821920401075769
4.326722477205354e-08,0.08415862056108109,6.377394294697484,6.72678996633624,6.7267896593496035,-12.821920386291236
4.366767204728189e-08,0.08415862311489111,6.377393566625525,6.726789964042961,6.726789654215098,-12.821920371369862
4.4071825546357195e-08,0.0841586256923369,6.377392831815538,6.72678996172846,6.726789649033075,-12.821920356310395
4.4479719571161415e-08,0.08415862829363717,6.377392090205175,6.726789959392537,6.72678964380309,-12.821920341111545
4.489138874104765e-08,0.08415863091901273,6.377391341731506,6.726789957034994,6.726789638524702,-12.82192032577203
4.530686799577869e-08,0.08415863356868637,6.377390586331011,6.726789954655631,6.72678963319746,-12.821920310290544
4.572619259849189e-08,0.08415863624288297,6.3773898239395965,6.726789952254248,6.726789627820914,-12.821920294665775
4.6149398138692374e-08,0.08415863894182952,6.377389054492565,6.726789949830639,6.726789622394605,-12.821920278896389
4.6576520535273915e-08,0.08415864166575505,6.377388277924627,6.726789947384598,6.726789616918076,-12.821920262981058
4.7007596039566924e-08,0.08415864441489077,6.377387494169883,6.72678994491592,6.726789611390861,-12.82192024691843
4.744266123841559e-08,0.08415864718946994,6.377386703161828,6.726789942424394,6.726789605812487,-12.82192023070713
4.788175305728298e-08,0.0841586499897281,6.377385904833341,6.726789939909807,6.726789600182489,-12.821920214345802
4.832490876338536e-08,0.08415865281590287,6.3773850991166805,6.726789937371947,6.7267895945003815,-12.821920197833041
4.877216596885466e-08,0.08415865566823412,6.377384285943475,6.7267899348106,6.726789588765685,-12.821920181167453
4.922356263393108e-08,0.08415865854696393,6.377383465244722,6.726789932225546,6.726789582977912,-12.821920164347617
4.9679137070184765e-08,0.08415866145233662,6.377382636950782,6.726789929616566,6.726789577136574,-12.821920147372117
5.0138927943767786e-08,0.08415866438459876,6.377381800991372,6.726789926983441,6.726789571241172,-12.8219201302395
5.060297427869531e-08,0.08415866734399922,6.377380957295554,6.726789924325945,6.726789565291207,-12.821920112948318
5.107131546015796e-08,0.08415867033078915,6.377380105791739,6.726789921643854,6.726789559286174,-12.821920095497104
5.1543991237864926e-08,0.08415867334522205,6.377379246407673,6.726789918936938,6.726789553225564,-12.821920077884378
5.202104172941698e-08,0.08415867638755374,6.377378379070431,6.726789916204971,6.72678954710886,-12.821920060108635
5.250250742371176e-08,0.08415867945804244,6.377377503706421,6.726789913447718,6.726789540935545,-12.82192004216838
5.2988429184380496e-08,0.08415868255694875,6.3773766202413595,6.726789910664946,6.726789534705095,-12.82192002406208
5.34788482532556e-08,0.08415868568453563,6.377375728600284,6.7267899078564195,6.726789528416981,-12.821920005788206
5.397380625387132e-08,0.08415868884106854,6.377374828707535,6.726789905021899,6.7267895220706695,-12.8219199873452
5.447334519499681e-08,0.08415869202681539,6.377373920486755,6.726789902161145,6.726789515665621,-12.821919968731503
5.497750747420091e-08,0.08415869524204653,6.377373003860877,6.726789899273914,6.726789509201292,-12.82191994994553
5.548633588145098e-08,0.08415869848703483,6.377372078752126,6.72678989635996,6.726789502677136,-12.821919930985691
5.599987360274443e-08,0.08415870176205571,6.377371145081998,6.7267898934190375,6.726789496092595,-12.82191991185037
5.651816422377452e-08,0.08415870506738712,6.377370202771273,6.726789890450897,6.726789489447115,-12.821919892537954
5.704125173362891e-08,0.08415870840330958,6.377369251739992,6.7267898874552845,6.726789482740129,-12.821919873046797
5.756918052852356e-08,0.0841587117701062,6.3773682919074615,6.726789884431947,6.726789475971069,-12.821919853375244
5.8101995415571074e-08,0.08415871516806271,6.377367323192233,6.726789881380628,6.726789469139357,-12.821919833521621
5.8639741616583e-08,0.08415871859746749,6.3773663455121135,6.72678987830107,6.726789462244418,-12.821919813484252
5.9182464771908354e-08,0.0841587220586116,6.377365358784141,6.726789875193008,6.726789455285666,-12.821919793261438
5.97302109443071e-08,0.08415872555178881,6.377364362924595,6.72678987205618,6.72678944826251,-12.821919772851457
6.028302662286009e-08,0.08415872907729553,6.377363357848974,6.7267898688903225,6.726789441174351,-12.821919752252574
6.084095872691406e-08,0.08415873263543101,6.3773623434719955,6.726789865695162,6.72678943402059,-12.821919731463044
6.140405461006415e-08,0.0841587362264972,6.377361319707587,6.726789862470431,6.726789426800621,-12.821919710481104
6.19723620641734e-08,0.08415873985079887,6.377360286468885,6.726789859215853,6.726789419513827,-12.82191968930497
6.25459293234282e-08,0.08415874350864364,6.377359243668219,6.7267898559311545,6.7267894121595955,-12.82191966793285
6.312480506843252e-08,0.08415874720034192,6.3773581912171045,6.726789852616054,6.726789404737296,-12.821919646362922
6.370903843033992e-08,0.08415875092620703,6.377357129026246,6.726789849270273,6.726789397246303,-12.82191962459336
6.429867899502277e-08,0.08415875468655516,6.377356057005509,6.726789845893526,6.726789389685978,-12.821919602622316
6.489377680728112e-08,0.08415875848170548,6.377354975063942,6.726789842485526,6.726789382055682,-12.82191958044793
6.549438237509055e-08,0.08415876231198006,6.377353883109737,6.726789839045985,6.726789374354765,-12.821919558068311
6.610054667388825e-08,0.08415876617770396,6.377352781050245,6.72678983557461,6.726789366582576,-12.821919535481568
6.671232115089991e-08,0.08415877007920529,6.377351668791959,6.7267898320711055,6.726789358738453,-12.821919512685778
6.732975772950597e-08,0.08415877401681515,6.377350546240504,6.726789828535176,6.726789350821731,-12.821919489679008
6.795290881364915e-08,0.0841587779908677,6.3773494133006325,6.726789824966521,6.726789342831738,-12.821919466459306
6.858182729228123e-08,0.08415878200170024,6.37734826987622,6.726789821364838,6.726789334767797,-12.8219194430247
6.921656654385256e-08,0.08415878604965313,6.3773471158702435,6.72678981772982,6.72678932662922,-12.8219194193732
6.985718044084209e-08,0.08415879013506995,6.377345951184794,6.726789814061158,6.726789318415321,-12.821919395502805
7.050372335433038e-08,0.0841587942582974,6.377344775721049,6.726789810358544,6.726789310125399,-12.82191937141148
7.115625015861336e-08,0.0841587984196854,6.377343589379276,6.726789806621659,6.726789301758753,-12.821919347097188
7.181481623586008e-08,0.08415880261958716,6.377342392058812,6.72678980285019,6.726789293314672,-12.82191932255786
7.247947748081369e-08,0.08415880685835911,6.377341183658076,6.726789799043815,6.7267892847924395,-12.821919297791418
7.315029030553453e-08,0.08415881113636095,6.377339964074533,6.726789795202213,6.726789276191331,-12.821919272795755
7.382731164418842e-08,0.08415881545395576,6.377338733204711,6.726789791325054,6.726789267510618,-12.821919247568752
7.45105989578793e-08,0.08415881981151,6.377337490944172,6.72678978741201,6.726789258749564,-12.82191922210827
7.52002102395253e-08,0.08415882420939345,6.377336237187517,6.726789783462752,6.726789249907425,-12.821919196412148
7.589620401878121e-08,0.08415882864797934,6.377334971828371,6.726789779476943,6.726789240983448,-12.821919170478198
7.659863936700659e-08,0.08415883312764443,6.3773336947593755,6.726789775454243,6.726789231976878,-12.821919144304223
7.730757590227833e-08,0.0841588376487688,6.377332405872175,6.726789771394313,6.726789222886952,-12.821919117888006
7.80230737944514e-08,0.08415884221173625,6.37733110505742,6.7267897672968076,6.7267892137128955,-12.8219190912273
7.874519377026527e-08,0.08415884681693396,6.377329792204736,6.726789763161379,6.726789204453931,-12.821919064319845
7.947399711849863e-08,0.08415885146475277,6.377328467202739,6.726789758987675,6.726789195109274,-12.821919037163354
8.020954569517027e-08,0.08415885615558716,6.377327129939013,6.726789754775344,6.72678918567813,-12.821919009755526
8.095190192878941e-08,0.08415886088983521,6.377325780300098,6.726789750524026,6.7267891761596985,-12.821918982094033
8.17011288256548e-08,0.0841588656678987,6.377324418171485,6.7267897462333615,6.726789166553171,-12.821918954176525
8.245728997520126e-08,0.08415887049018315,6.377323043437607,6.726789741902986,6.726789156857736,-12.821918926000638
8.322044955539736e-08,0.08415887535709779,6.377321655981831,6.726789737532531,6.726789147072564,-12.821918897563972
8.399067233819211e-08,0.08415888026905569,6.377320255686442,6.7267897331216275,6.72678913719683,-12.82191886886412
8.476802369501307e-08,0.08415888522647369,6.377318842432632,6.7267897286699005,6.726789127229695,-12.821918839898652
8.555256960231362e-08,0.08415889022977253,6.3773174161005,6.726789724176971,6.726789117170311,-12.821918810665096
8.63443766471731e-08,0.08415889527937681,6.377315976569036,6.72678971964246,6.726789107017825,-12.821918781160978
8.714351203294878e-08,0.08415890037571509,6.377314523716106,6.72678971506598,6.726789096771377,-12.821918751383794
8.795004358497869e-08,0.08415890551921988,6.377313057418452,6.726789710447143,6.726789086430094,-12.821918721331015
8.876403975633857e-08,0.0841589107103277,6.377311577551665,6.726789705785559,6.726789075993101,-12.821918691000091
8.958556963365238e-08,0.0841589159494791,6.377310083990199,6.726789701080831,6.726789065459513,-12.821918660388452
9.041470294295479e-08,0.08415892123711867,6.377308576607339,6.72678969633256,6.726789054828432,-12.82191862949349
9.125151005560955e-08,0.08415892657369521,6.377307055275198,6.726789691540341,6.726789044098959,-12.821918598312593
9.20960619942828e-08,0.0841589319596616,6.37730551986471,6.72678968670377,6.726789033270182,-12.821918566843106
9.294843043896984e-08,0.08415893739547493,6.37730397024561,6.726789681822435,6.726789022341185,-12.82191853508237
9.38086877330796e-08,0.0841589428815965,6.37730240628643,6.726789676895923,6.726789011311036,-12.821918503027675
9.46769068895743e-08,0.08415894841849195,6.377300827854486,6.726789671923815,6.726789000178801,-12.82191847067631
9.555316159716707e-08,0.08415895400663112,6.377299234815868,6.72678966690569,6.726788988943534,-12.821918438025525
9.643752622657503e-08,0.08415895964648828,6.377297627035428,6.72678966184112,6.726788977604283,-12.821918405072552
9.733007583683194e-08,0.08415896533854206,6.377296004376762,6.726789656729677,6.726788966160085,-12.821918371814592
9.82308861816593e-08,0.08415897108327555,6.377294366702209,6.726789651570926,6.726788954609968,-12.821918338248821
9.914003371589467e-08,0.08415897688117624,6.37729271387284,6.72678964636443,6.726788942952952,-12.821918304372392
1.0005759560198144e-07,0.08415898273273621,6.377291045748426,6.726789641109747,6.726788931188049,-12.821918270182431
1.0098364971651742e-07,0.08415898863845203,6.377289362187458,6.72678963580643,6.726788919314258,-12.821918235676032
1.0191827465686538e-07,0.08415899459882493,6.3772876630471025,6.72678963045403,6.726788907330573,-12.821918200850272
1.028615497478226e-07,0.08415900061436073,6.377285948183216,6.726789625052092,6.726788895235978,-12.821918165702193
1.0381355504835406e-07,0.08415900668556993,6.3772842174503195,6.726789619600158,6.726788883029445,-12.821918130228813
1.0477437135838793e-07,0.08415901281296778,6.377282470701584,6.726789614097766,6.726788870709935,-12.821918094427112
1.0574408022567213e-07,0.08415901899707429,6.377280707788826,6.726789608544449,6.726788858276409,-12.821918058294067
