momentum_squared_times_length_squared,positive_spectral_transfer_uv_normalized,positive_spectral_derivative,rational_far_enhancing_transfer,entire_no_pole_transfer,entire_transfer_derivative
1e-08,0.08415840840186553,6.377454780897325,6.7267901568506465,6.726790085899329,-12.821921625886558
1.0092552105511304e-08,0.0841584089921124,6.3774546126157245,6.72679015632062,6.726790084712634,-12.821921622437905
1.0185960800246043e-08,0.0841584095878221,6.377454442776664,6.726790155785689,6.726790083514954,-12.821921618957331
1.028023401211788e-08,0.08415841018904521,6.377454271365731,6.726790155245805,6.7267900823061915,-12.821921615444548
1.0375379742414922e-08,0.08415841079583274,6.3774540983683785,6.726790154700926,6.72679008108624,-12.821921611899251
1.0471406066478905e-08,0.0841584114082362,6.377453923769925,6.726790154151003,6.7267900798549976,-12.821921608321139
1.0568321134390529e-08,0.08415841202630757,6.377453747555547,6.72679015359599,6.726790078612361,-12.821921604709916
1.0666133171661274e-08,0.08415841265009931,6.377453569710296,6.726790153035842,6.726790077358221,-12.821921601065263
1.0764850479931395e-08,0.08415841327966436,6.377453390219075,6.726790152470508,6.7267900760924775,-12.821921597386886
1.0864481437674575e-08,0.08415841391505614,6.377453209066652,6.726790151899942,6.726790074815017,-12.82192159367446
1.09650345009091e-08,0.08415841455632858,6.377453026237652,6.726790151324097,6.726790073525732,-12.821921589927674
1.106651820391542e-08,0.08415841520353612,6.377452841716558,6.726790150742921,6.726790072224516,-12.821921586146212
1.1168941159960552e-08,0.08415841585673368,6.37745265548771,6.726790150156366,6.7267900709112585,-12.821921582329756
1.1272312062029172e-08,0.0841584165159767,6.377452467535305,6.7267901495643825,6.726790069585843,-12.82192157847797
1.13766396835613e-08,0.08415841718132115,6.37745227784339,6.72679014896692,6.726790068248164,-12.821921574590542
1.1481932879197003e-08,0.08415841785282346,6.377452086395865,6.726790148363928,6.726790066898102,-12.821921570667131
1.1588200585527895e-08,0.08415841853054067,6.377451893176483,6.726790147755355,6.726790065535546,-12.82192156670741
1.1695451821855687e-08,0.08415841921453024,6.377451698168843,6.72679014714115,6.7267900641603795,-12.82192156271104
1.1803695690957563e-08,0.08415841990485028,6.377451501356401,6.726790146521259,6.726790062772485,-12.821921558677683
1.1912941379858819e-08,0.08415842060155937,6.3774513027224495,6.726790145895634,6.726790061371744,-12.821921554606993
1.2023198160612687e-08,0.0841584213047166,6.377451102250131,6.726790145264215,6.7267900599580415,-12.821921550498633
1.213447539108712e-08,0.08415842201438169,6.377450899922432,6.726790144626953,6.726790058531252,-12.821921546352243
1.2246782515759115e-08,0.08415842273061484,6.37745069572218,6.726790143983795,6.726790057091261,-12.821921542167487
1.2360129066516367e-08,0.08415842345347686,6.377450489632048,6.726790143334682,6.726790055637939,-12.821921537943991
1.2474524663466122e-08,0.08415842418302912,6.377450281634542,6.726790142679563,6.726790054171168,-12.821921533681412
1.258997901575177e-08,0.0841584249193335,6.377450071712013,6.72679014201838,6.726790052690821,-12.821921529379377
1.2706501922376838e-08,0.0841584256624525,6.377449859846638,6.726790141351079,6.726790051196772,-12.821921525037526
1.2824103273036778e-08,0.08415842641244921,6.377449646020446,6.7267901406776,6.7267900496888995,-12.8219215206555
1.2942793048958174e-08,0.08415842716938726,6.377449430215282,6.726790139997888,6.726790048167067,-12.821921516232905
1.3062581323745961e-08,0.0841584279333309,6.377449212412837,6.726790139311887,6.726790046631151,-12.821921511769382
1.3183478264238492e-08,0.084158428704345,6.377448992594623,6.726790138619535,6.72679004508102,-12.82192150726455
1.330549413137027e-08,0.08415842948249495,6.377448770741984,6.726790137920776,6.726790043516543,-12.821921502718025
1.3428639281042903e-08,0.08415843026784682,6.377448546836091,6.7267901372155485,6.726790041937585,-12.82192149812942
1.3552924165004135e-08,0.08415843106046726,6.377448320857945,6.726790136503796,6.726790040344015,-12.821921493498348
1.367835933173475e-08,0.08415843186042354,6.377448092788363,6.726790135785455,6.726790038735695,-12.821921488824414
1.3804955427343973e-08,0.08415843266778356,6.377447862607993,6.726790135060465,6.72679003711249,-12.821921484107222
1.3932723196472984e-08,0.08415843348261581,6.377447630297301,6.726790134328766,6.72679003547426,-12.821921479346365
1.4061673483206959e-08,0.08415843430498951,6.377447395836568,6.7267901335902955,6.726790033820871,-12.821921474541451
1.4191817231995285e-08,0.0841584351349744,6.377447159205895,6.726790132844989,6.726790032152176,-12.821921469692063
1.4323165488580532e-08,0.08415843597264096,6.377446920385202,6.726790132092785,6.72679003046804,-12.821921464797796
1.4455729400936028e-08,0.08415843681806026,6.37744667935422,6.726790131333619,6.726790028768317,-12.821921459858235
1.4589520220211855e-08,0.08415843767130407,6.377446436092493,6.726790130567427,6.72679002705286,-12.821921454872948
1.472454930168989e-08,0.08415843853244477,6.377446190579377,6.726790129794144,6.72679002532153,-12.821921449841534
1.4860828105747499e-08,0.08415843940155551,6.377445942794035,6.726790129013704,6.726790023574173,-12.821921444763543
1.4998368198830348e-08,0.08415844027871,6.377445692715437,6.726790128226042,6.726790021810646,-12.82192143963856
1.51371812544339e-08,0.0841584411639827,6.377445440322361,6.726790127431087,6.726790020030794,-12.821921434466137
1.5277279054094278e-08,0.08415844205744874,6.377445185593385,6.726790126628778,6.726790018234473,-12.821921429245851
1.541867348838829e-08,0.084158442959184,6.377444928506893,6.726790125819041,6.726790016421524,-12.821921423977244
1.556137655794246e-08,0.08415844386926494,6.3774446690410675,6.72679012500181,6.7267900145917965,-12.821921418659876
1.5705400374451606e-08,0.08415844478776884,6.377444407173881,6.7267901241770165,6.726790012745135,-12.821921413293296
1.5850757161706957e-08,0.08415844571477366,6.3774441428831175,6.726790123344588,6.7267900108813805,-12.821921407877044
1.5997459256633392e-08,0.08415844665035804,6.377443876146348,6.726790122504456,6.7267900090003785,-12.821921402410668
1.614551911033663e-08,0.08415844759460142,6.377443606940929,6.726790121656548,6.726790007101966,-12.821921396893694
1.6294949289160093e-08,0.08415844854758395,6.377443335244017,6.726790120800793,6.7267900051859835,-12.821921391325661
1.6445762475751262e-08,0.08415844950938647,6.377443061032554,6.726790119937117,6.726790003252271,-12.821921385706101
1.6597971470138217e-08,0.08415845048009067,6.377442784283268,6.726790119065449,6.7267900013006585,-12.821921380034526
1.6751589190815967e-08,0.08415845145977886,6.377442504972671,6.726790118185712,6.726789999330984,-12.82192137431046
1.6906628675843007e-08,0.08415845244853423,6.377442223077059,6.726790117297834,6.72678999734308,-12.821921368533415
1.7063103083947713e-08,0.08415845344644071,6.37744193857251,6.726790116401737,6.726789995336777,-12.8219213627029
1.7221025695645254e-08,0.08415845445358298,6.3774416514348795,6.726790115497348,6.726789993311907,-12.821921356818429
1.738040991436488e-08,0.08415845547004651,6.377441361639796,6.726790114584588,6.726789991268293,-12.821921350879489
1.7541269267587278e-08,0.08415845649591758,6.377441069162666,6.72679011366338,6.726789989205768,-12.821921344885588
1.770361740799287e-08,0.08415845753128326,6.37744077397867,6.726790112733647,6.726789987124152,-12.821921338836209
1.7867468114620463e-08,0.0841584585762314,6.377440476062755,6.726790111795308,6.726789985023272,-12.821921332730843
1.8032835294036884e-08,0.08415845963085072,6.377440175389639,6.7267901108482855,6.726789982902948,-12.821921326568974
1.8199732981517048e-08,0.08415846069523071,6.377439871933805,6.726790109892497,6.726789980762998,-12.82192132035007
1.8368175342235303e-08,0.08415846176946172,6.377439565669498,6.7267901089278626,6.726789978603243,-12.821921314073611
1.8538176672467772e-08,0.0841584628536349,6.3774392565707245,6.726790107954301,6.7267899764234995,-12.821921307739062
1.8709751400805512e-08,0.08415846394784228,6.377438944611258,6.7267901069717295,6.726789974223582,-12.821921301345887
1.8882914089379234e-08,0.08415846505217672,6.377438629764621,6.726790105980062,6.726789972003304,-12.82192129489354
1.9057679435095346e-08,0.08415846616673198,6.377438312004093,6.7267901049792185,6.726789969762478,-12.821921288381478
1.9234062270883097e-08,0.08415846729160259,6.377437991302709,6.72679010396911,6.726789967500908,-12.821921281809137
1.9412077566953675e-08,0.08415846842688407,6.37743766763325,6.726790102949654,6.72678996521841,-12.821921275175974
1.9591740432070664e-08,0.08415846957267277,6.377437340968246,6.726790101920763,6.726789962914788,-12.821921268481422
1.977306611483257e-08,0.08415847072906592,6.377437011279977,6.726790100882349,6.726789960589843,-12.821921261724905
1.9956070004966766e-08,0.08415847189616167,6.377436678540463,6.726790099834324,6.726789958243383,-12.821921254905861
2.014076763463579e-08,0.08415847307405908,6.3774363427214675,6.726790098776599,6.726789955875205,-12.821921248023704
2.0327174679755736e-08,0.08415847426285812,6.377436003794487,6.7267900977090855,6.726789953485108,-12.821921241077847
2.0515306961326478e-08,0.08415847546265967,6.377435661730761,6.726790096631691,6.72678995107289,-12.821921234067705
