name,n_points,rms_gr_kms,median_log10_Vobs_over_Vbar,md_med,rms_sigma_kms,rms_mond_kms,delta_rms_sigma_minus_mond_kms,median_log10_Vobs_over_Vsigma,match_found,2masx,sep_arcsec,J_ext_mag,e_J_ext_mag,K_ext_mag,e_K_ext_mag,J_minus_K_ext,jk_good
NGC2998,13,71.792278099358,0.2161709104739489,2.7060874112838684,31.98668056920117,27.70929006207592,4.277390507125251,0.005022073949809252,True,09484363+4404526,0.5247107776953297,10.927000045776367,0.0280000008642673,9.925999641418455,0.0379999987781047,1.0010004043579102,True
NGC3109,25,32.07944925871144,0.44182412331030696,7.6497676904732534,5.547713921333628,5.055238482320092,0.4924754390135355,0.04788139700385208,True,10030687-2609344,0.0556434392265494,9.913999557495115,0.032999999821186,9.281999588012695,0.0729999989271164,0.6319999694824219,True
NGC3198,43,56.1001892582356,0.17906982284224932,2.281075424932239,12.735061141949176,10.907210377442794,1.8278507645063815,-0.018926208081846516,True,10195499+4532588,0.4873982897410369,8.72700023651123,0.0289999991655349,7.77899980545044,0.0419999994337558,0.948000431060791,True
NGC3521,41,35.20819118432226,0.04642455261506827,1.2383662438400769,10.653098947761562,7.258315799664189,3.394783148097373,0.02013154782686901,True,11054859-0002092,0.227712423501948,6.736000061035156,0.0170000009238719,5.7829999923706055,0.0209999997168779,0.9530000686645508,True
NGC3726,12,50.4040650691289,0.10690766970627902,1.636121134495761,25.605099423297986,25.488526286798294,0.11657313649969225,-0.062100448432082844,True,11332117+4701447,0.7616156340668561,8.614999771118164,0.0299999993294477,7.776999950408936,0.0540000014007091,0.8379998207092285,True
NGC3741,21,25.903475084314856,0.4933537126520814,9.698563760822386,4.367537706956287,2.718463850019089,1.6490738569371977,0.05166692715224742,False,,,,,,,,False
NGC3769,12,50.35656246265608,0.23098994849247728,2.898584086331865,16.616911283098425,15.475859123654532,1.141052159443893,-0.05756995217692511,True,11374410+4753351,0.6417124683212987,10.109999656677246,0.0179999992251396,9.197999954223633,0.0270000007003545,0.9119997024536132,True
NGC3877,13,33.84095588590208,0.08059582273679095,1.4494113086826728,20.714888604823813,23.017641831338484,-2.302753226514671,-0.03609742977703851,True,11460778+4729401,0.5772607565394328,8.758000373840332,0.0170000009238719,7.745999813079834,0.0189999993890523,1.012000560760498,True
NGC3893,10,58.42413670841323,0.16866319614571923,2.1810070964428503,8.833595597013945,6.692916811031235,2.1406787859827094,0.01685669688817339,True,11483820+4842388,0.6117631670124136,8.770999908447266,0.0130000002682209,7.890999794006348,0.0199999995529651,0.880000114440918,True
NGC3917,17,50.968338137404224,0.2313640495371843,2.902205087454425,6.939560237699234,6.686012951428012,0.253547286271222,-0.006048719490346358,True,11504548+5149271,1.4726034158657126,9.765000343322754,0.0280000008642673,8.862000465393066,0.0430000014603138,0.9029998779296876,True
NGC3949,7,28.517276444165436,0.05904262467956532,1.3124575011416182,5.274792280244244,9.523289234749647,-4.248496954505403,-0.004027266016894336,True,11534174+4751316,0.53522115744997,9.44200038909912,0.0099999997764825,8.604000091552734,0.0170000009238719,0.8380002975463867,True
NGC3953,8,49.903784544202715,0.11402056447784517,1.6908444923178245,13.845748840120377,10.498213789985671,3.347535050134706,0.013647840373897943,True,11534902+5219355,0.928865145649555,7.921000003814697,0.0189999993890523,7.046999931335449,0.0260000005364418,0.874000072479248,True
NGC3972,10,44.45959494291803,0.22461555537687444,2.813464632852673,6.57559663576874,6.996658099559345,-0.42106146379060494,0.022362708989372156,True,11554511+5519144,0.3040259401601521,10.539999961853027,0.0120000001043081,9.63700008392334,0.0199999995529651,0.9029998779296876,True
NGC3992,9,105.26043069104036,0.23014097731198296,2.8859044950080475,22.358749387859586,19.652835071275064,2.705914316584522,0.018389312566485846,True,11573598+5322282,0.7103307443149917,7.848000049591064,0.0219999998807907,6.936999797821045,0.0309999994933605,0.9110002517700196,True
NGC4010,12,36.86370394291005,0.20200389312221984,2.539403537076266,11.17362443848411,11.464004296744218,-0.29037985826010804,-0.03420143747156177,True,11583799+4715407,0.5191702660142584,10.67099952697754,0.0109999999403953,9.590999603271484,0.0170000009238719,1.079999923706055,True
NGC4013,36,65.69129911121439,0.18936363994725364,2.3924459287703193,14.479450423589402,13.495110498629801,0.9843399249596008,-0.02687979259605507,True,11583141+4356492,1.8308279018049096,8.819000244140625,0.0170000009238719,7.633999824523926,0.0179999992251396,1.1850004196166992,True
NGC4051,7,23.60037443042511,0.07277129689539563,1.398114029789595,21.289933321550794,24.14197209701254,-2.8520387754617467,-0.03135202689247151,True,12030968+4431525,0.8625508199576692,8.57800006866455,0.0240000002086162,7.670000076293945,0.0350000001490116,0.9079999923706056,True
NGC4068,6,9.428676806463026,0.14387621416537788,1.9504078678117913,8.856060299756818,11.341692433894323,-2.4856321341375054,-0.11816165111439693,False,,,,,,,,False
NGC4085,7,21.93790279306811,0.0638020832351156,1.3415416684886297,18.235807796728988,22.0936301293116,-3.857822332582611,-0.03687098431255161,True,12052270+5021098,0.5104977742413926,10.13700008392334,0.0149999996647238,9.12399959564209,0.0230000000447034,1.01300048828125,True
NGC4088,12,25.396289301523893,0.026997472385121006,1.1324025954473815,36.59451958109787,40.44128543059767,-3.8467658494997963,-0.08553430496149453,True,12053418+5032205,1.5716999447982067,8.475000381469727,0.0179999992251396,7.479000091552734,0.0209999997168779,0.9960002899169922,True
NGC4100,24,66.37776887597958,0.2176085980898957,2.7240903145578694,13.61276793326677,10.536063150169438,3.076704783097332,0.018866688872119175,True,12060860+4934563,0.9508799960135128,8.965999603271484,0.0170000009238719,8.034000396728516,0.0209999997168779,0.9319992065429688,True
NGC4138,7,55.1334753826602,0.1928820761253815,2.430883536132661,13.092971921857503,9.99966873219681,3.093303189660693,-0.0064684635744281585,True,12092978+4341071,0.1460502775556704,9.119999885559082,0.0080000003799796,8.20199966430664,0.0140000004321336,0.9180002212524414,True
NGC4157,17,52.615769925563676,0.1277410475684983,1.8008688876422296,20.59813660685418,22.00233964627243,-1.404203039418249,-0.04812928573184543,True,12110436+5029048,1.1527376125663091,8.562999725341797,0.0199999995529651,7.36299991607666,0.0230000000447034,1.1999998092651367,True
NGC4183,23,48.41085618248364,0.26657483492663575,3.413105163707458,12.91311172630327,10.275692329855053,2.6374193964482178,-0.051694991200293354,True,12131686+4341537,1.169471605369309,10.673999786376951,0.0299999993294477,9.847000122070312,0.0489999987185001,0.8269996643066406,True
NGC4214,14,43.61623680279535,0.3803812390457055,5.767198024994261,16.073457723306195,15.415590739619715,0.6578669836864801,0.10225909390924144,True,12153917+3619368,0.0378759097189946,8.71399974822998,0.0280000008642673,7.907999992370605,0.050000000745058,0.805999755859375,True
NGC4217,19,47.85850745851352,0.039362227912795984,1.1987385055081594,47.37287580676798,52.348719997292264,-4.975844190524285,-0.0569845560871875,True,12155089+4705304,0.0327687210530874,8.76200008392334,0.0199999995529651,7.581999778747559,0.0230000000447034,1.1800003051757812,True
NGC4389,6,23.56629419938441,-0.11058537661598149,0.6043213256107509,43.006777085498165,47.32576226996019,-4.318985184462022,-0.20548171844953117,True,12253509+4541048,0.6994876516556923,10.121999740600586,0.0209999997168779,9.133000373840332,0.0309999994933605,0.988999366760254,True
NGC4559,32,39.983139647321316,0.19011456380245612,2.4007900297195004,20.831208897483712,18.62500429975329,2.206204597730423,-0.06910500566763672,True,12355768+2757351,1.0748599193422772,8.41100025177002,0.032999999821186,7.584000110626221,0.050000000745058,0.8270001411437988,True
NGC5005,18,32.137765803626486,0.03551386453365702,1.1777527495811748,13.383768531846739,10.866921289898489,2.51684724194825,0.012178837286638634,True,13105631+3703321,0.6615452766762829,7.455999851226807,0.0160000007599592,6.443999767303467,0.0160000007599592,1.0120000839233398,True
NGC5033,22,81.7961238031875,0.2423375216474432,3.053129661646252,15.428530245666158,14.089457427472963,1.3390728181931948,0.004550157428633661,True,13132753+3635371,1.227558512580391,7.915999889373779,0.0219999998807907,6.955999851226807,0.0299999993294477,0.9600000381469728,True
NGC5055,28,53.47664009693142,0.10626822351416716,1.6335423704077199,28.146483729493475,27.641435133776504,0.5050485957169712,-0.04903844666724638,True,13154932+4201454,0.457712441124033,6.568999767303467,0.0179999992251396,5.607999801635742,0.0209999997168779,0.9609999656677246,True
NGC5371,19,45.306945732771865,0.09322050173214058,1.536176098015805,45.57662085993884,44.115356611154105,1.4612642487847367,-0.07028581683497633,True,13554002+4027423,0.94526729465058,8.564000129699707,0.0189999993890523,7.611999988555908,0.025000000372529,0.9520001411437988,True
NGC5585,24,31.680943701137302,0.21699674439727895,2.7315717524886693,7.63617246203767,8.217149233919274,-0.5809767718816046,-0.030174460597193285,True,14194820+5643445,1.5728471027175517,10.22599983215332,0.0260000005364418,9.5,0.0469999983906745,0.7259998321533203,True
NGC5907,19,86.4837482550151,0.2158112070463837,2.7016085003354164,24.069965465919193,18.865175919462974,5.204789546456219,-0.023670750774259817,True,15155368+5619438,5.252655470016039,7.938000202178955,0.0160000007599592,6.756999969482422,0.0170000009238719,1.1810002326965332,True
NGC5985,33,136.4962034128173,0.2801484282956363,3.6332631709705634,73.5893887876906,70.76173791404027,2.8276508736503274,0.10604420237268287,True,15393708+5919550,0.3845993180286022,9.059000015258787,0.0270000007003545,8.152999877929688,0.0410000011324882,0.9060001373291016,True
NGC6015,44,65.62463308469805,0.22077527166863503,2.7641270827208517,13.0900616348246,11.295762781330938,1.7942988534936628,0.00818115217964531,True,15512523+6218361,0.4036312887036206,9.307000160217283,0.025000000372529,8.470000267028809,0.0419999994337558,0.8369998931884766,True
NGC6195,23,32.465876375508444,0.0395976037406068,1.2000385774867095,26.875999984966406,33.3138108168556,-6.437810831889195,-0.04561423519767098,True,16363253+3901408,0.6923979651682106,11.175000190734863,0.0260000005364418,10.177000045776367,0.0419999994337558,0.998000144958496,True
NGC6503,31,56.83404358118102,0.32391732192666606,4.444620078510554,4.994358517873108,3.993729502345935,1.0006290155271729,-0.009104829478044365,True,17492651+7008396,0.4590186111433054,8.201000213623047,0.0170000009238719,7.296000003814697,0.0209999997168779,0.9050002098083496,True
NGC6674,15,119.19759956224415,0.27675907893000806,3.5769935568026234,29.068478193167632,26.55269465886941,2.5157835342982224,0.004404765494497801,True,18383388+2522303,0.416687208356889,9.947999954223633,0.0160000007599592,9.027000427246094,0.0219999998807907,0.9209995269775392,True
NGC6946,58,42.149896326484296,0.11003378180215619,1.6598551022720738,15.977844724191009,16.456474383592667,-0.47862965940165836,-0.030996706385649424,True,20345233+6009132,0.8343822172310555,6.269999980926514,0.025000000372529,5.36899995803833,0.0340000018477439,0.9010000228881836,True
NGC7331,36,59.354351789327744,0.0930374205195629,1.5351070288460607,21.313952851780627,25.916804924666998,-4.602852072886371,-0.0327110426760525,True,22370410+3424573,0.7467045280425821,7.058000087738037,0.0160000007599592,6.0279998779296875,0.0179999992251396,1.0300002098083496,True
NGC7793,46,26.405674329250758,0.14462933839893755,1.9465225331242857,6.283521835990029,5.980290952797132,0.3032308831928967,0.0016453482234990045,True,23574982-3235277,1.2247809464257449,7.561999797821045,0.0280000008642673,6.855000019073486,0.0590000003576278,0.7069997787475586,True
NGC7814,18,73.62545163519991,0.1819299654026899,2.3123222047773364,21.91934423279934,20.31653641699956,1.6028078157997783,0.047798332852795264,True,00031494+1608428,0.5950483999653935,8.08899974822998,0.0199999995529651,7.084000110626221,0.0240000002086162,1.0049996376037598,True
PGC51017,6,4.749998947161797,0.017754185896202045,1.0852157366368902,20.004301471919597,21.558614017750187,-1.5543125458305909,-0.3196176707983933,True,14170218+4330512,45.846941506815966,15.62399959564209,0.2259999960660934,14.255999565124512,0.289000004529953,1.368000030517578,False
UGC00128,22,74.49268163919993,0.4087284670335087,6.568796828733047,13.803306724904981,11.716682060816538,2.0866246640884434,-0.03810588551822808,False,,,,,,,,False
UGC00191,9,31.92467620407112,0.3050134306593055,4.074054752457306,8.494112138135067,7.324129703732167,1.1699824344029004,0.05199460345500767,False,,,,,,,,False
UGC00731,12,38.17360738121145,0.45636016792078044,8.261509761535535,14.210950729671389,11.449813760282957,2.7611369693884313,0.03899269340830119,False,,,,,,,,False
UGC00891,5,28.400063073702132,0.3091515782874592,4.152437998552137,6.640178980825414,7.648115308207537,-1.0079363273821222,-0.05493815130586567,False,,,,,,,,False
UGC01230,11,53.52025702299252,0.3509067365502615,5.032844047006503,21.305401823293796,19.794329102726348,1.511072720567448,-0.016029564157570036,False,,,,,,,,False
UGC01281,23,23.06268165472958,0.35982106289131127,5.2437517822682524,2.1219787244352193,2.5814965358390225,-0.4595178114038032,0.012596994886800945,True,01493236+3235104,13.167079074219194,13.913000106811523,0.0599999986588954,13.01099967956543,0.1070000007748603,0.9020004272460938,False
UGC02023,5,15.027147630460602,0.12134783280645108,1.748620902906617,12.690786745551728,13.907371027483354,-1.2165842819316257,-0.16033219151216702,False,,,,,,,,False
UGC02259,8,48.104127634342866,0.39027203725112125,6.041715036422984,14.065109889647442,13.735930509819564,0.3291793798278775,0.05589975223583809,True,02475539+3732183,2.2334979920136515,14.366000175476074,0.0729999989271164,13.625,0.152999997138977,0.7410001754760742,False
UGC02455,8,17.65045838919846,-0.1954522318182023,0.4118408889042353,39.217423827289686,40.73045510405713,-1.5130312767674425,-0.34605656313164246,True,02594283+2514282,14.142457549420811,10.36400032043457,0.0099999997764825,9.545000076293944,0.0209999997168779,0.819000244140625,False
UGC02487,17,167.86710373521154,0.29989442488923956,3.979136613348895,64.63273776223164,62.84710404174629,1.7856337204853503,0.08221844477653154,True,03014235+3512203,0.3039532389442858,9.574000358581545,0.0149999996647238,8.640999794006348,0.0219999998807907,0.9330005645751952,True
UGC02885,19,114.82690801221727,0.21939081025773507,2.746512756638175,19.052603947658174,16.835364479689765,2.217239467968408,-0.002388791903157669,True,03530429+3535310,2.2182228940520496,10.019000053405762,0.0130000002682209,9.034000396728516,0.0170000009238719,0.984999656677246,True
UGC02916,43,40.95236813050122,0.07869451277211016,1.4367758697977613,26.096581431217786,28.128808451384305,-2.03222702016652,-0.022080491184944068,True,04023383+7142213,0.4410749393757285,11.10099983215332,0.025000000372529,10.006999969482422,0.0299999993294477,1.0939998626708984,True
UGC02953,115,86.40745957922059,0.1039282429638877,1.6138251747455525,34.05278119488955,30.73372182219946,3.319059372690088,0.03506061381556994,True,04074690+6948447,0.246790943310837,7.160999774932861,0.0170000009238719,6.039000034332275,0.0189999993890523,1.121999740600586,True
UGC03205,48,71.96485846242948,0.1554012957951918,2.045524281292044,26.834737815176148,21.718697210889296,5.116040604286852,0.02560923733980122,True,04561481+3003078,0.9710384202433496,10.687999725341797,0.0199999995529651,9.503999710083008,0.0230000000447034,1.184000015258789,True
UGC03546,30,51.95330691477968,0.006988926915594596,1.0333685565119102,28.130056062319873,29.629606054176975,-1.4995499918571014,-0.02588750567260814,True,06500866+6050445,0.3901130354447356,9.446000099182127,0.0130000002682209,8.479999542236328,0.0199999995529651,0.9660005569458008,True
UGC03580,47,36.01201131349121,0.017725468574810433,1.0850529627693548,23.378423896162293,26.03455314346267,-2.6561292473003775,-0.08072141552937463,True,06553087+6933467,0.7602275148951807,10.95199966430664,0.025000000372529,10.116999626159668,0.0419999994337558,0.8350000381469727,True
UGC04278,25,36.125526983473996,0.3416869198771939,4.823628358574058,7.461356369540807,7.6385913926512865,-0.17723502311047934,0.014647985356919335,True,08135890+4544317,0.0368653676529087,11.463000297546388,0.0320000015199184,10.753999710083008,0.061999998986721,0.7090005874633789,True
UGC04305,22,6.361564686999685,0.034719957216281794,1.1738069044639148,26.415029482044396,26.519810586756893,-0.10478110471249735,-0.24905232938755123,True,08190497+7043121,0.9000871329964497,10.090999603271484,0.032999999821186,8.795000076293945,0.0430000014603138,1.295999526977539,True
UGC04325,8,46.16285880622443,0.3416613832721032,4.8400388574195725,17.125559448058397,16.550260898261424,0.5752985497969725,0.09016408510487148,True,08192055+5000351,1.2321855722096944,14.52400016784668,0.0879999995231628,13.607000350952148,0.1480000019073486,0.9169998168945312,False
UGC04483,8,8.382655992936533,0.24240871001403852,3.056699203430185,1.8884608282600646,5.261745632880803,-3.373284804620739,-0.004772265655170801,False,,,,,,,,False
UGC04499,9,28.74079184328386,0.2703124591141107,3.4723613873972257,9.456020255148843,8.901623998414648,0.5543962567341953,-0.049842389101784436,False,,,,,,,,False
UGC05005,11,39.715777861931855,0.2879682079863013,3.7664865070927993,16.848037434984636,15.282071114575078,1.565966320409558,-0.0928494392311914,False,,,,,,,,False
UGC05253,73,51.90330448400472,0.03939712800141426,1.1989311832600584,16.783290475155873,15.258511516810156,1.524778958345717,0.009660212277778102,True,09502223+7216431,0.0337170215055409,8.307000160217285,0.025000000372529,7.360000133514404,0.0340000018477439,0.9470000267028807,True
UGC05414,6,19.4770280367091,0.21605938058654128,2.7055899071133744,7.319523918737643,8.177765504548148,-0.8582415858105055,-0.06273931766492513,False,,,,,,,,False
