name,n_points,rms_gr_kms,median_log10_Vobs_over_Vbar,md_med,rms_sigma_kms,rms_mond_kms,delta_rms_sigma_minus_mond_kms,median_log10_Vobs_over_Vsigma,match_found,2masx,sep_arcsec,J_ext_mag,e_J_ext_mag,K_ext_mag,e_K_ext_mag,J_minus_K_ext,jk_good
CamB,9,3.355606872172602,-0.07766111687573625,0.699322926384799,11.425387649616052,15.603007318618458,-4.1776196690024054,-0.32333783953700457,False,,,,,,,,False
D564-8,6,11.653064328205572,0.35796315444131516,5.214835951128595,1.5150818162102728,7.158481513181475,-5.643399696971202,-0.02966494268822966,False,,,,,,,,False
D631-7,16,26.330096093973044,0.30526877043225714,4.095473112150371,9.271847478024936,10.481380306840629,-1.2095328288156928,-0.06437873931885348,False,,,,,,,,False
DDO064,14,17.940281191340095,0.31783624317491754,4.322130353967883,4.252838420248765,3.522012240990801,0.7308261792579644,0.018810785275195262,False,,,,,,,,False
DDO154,12,23.71217692693497,0.3810453033992862,5.782181210415098,1.9237226635939684,4.433539644725978,-2.5098169811320097,-0.015825525976611056,True,12540524+2708586,0.0382123360603142,14.78600025177002,0.135000005364418,15.347000122070312,1.0529999732971191,-0.560999870300293,False
DDO161,31,23.323029110647877,0.2282409418018813,2.8607630227134186,19.051707309535526,18.513686610093117,0.5380206994424093,-0.13577170337864428,True,13031673-1725229,0.0585030155770819,12.793999671936035,0.0540000014007091,12.994000434875488,0.3000000119209289,-0.2000007629394531,False
DDO168,10,21.018874222272622,0.27647897011563366,3.610117016814535,6.351728964899765,7.824048223736936,-1.472319258837171,-0.05067128474075699,False,,,,,,,,False
DDO170,8,27.33402059077279,0.3055192683553495,4.087136260948421,14.822601041619036,14.338052654109765,0.4845483875092711,-0.10350913266581532,False,,,,,,,,False
ESO079-G014,15,55.74658403541773,0.23818877979149067,2.9948671320642166,10.551099566538452,11.589833205187102,-1.0387336386486492,0.014850185409390343,True,01025144-6536359,0.1842140623587555,10.190999984741213,0.0120000001043081,9.11400032043457,0.0170000009238719,1.0769996643066406,True
ESO116-G012,15,46.78642194708297,0.29316716234532947,3.857752174129232,8.089586938799359,9.24108841469403,-1.151501475894671,0.03541475275424745,True,03130474-5721260,1.0370457740758086,10.678000450134276,0.0410000011324882,10.071000099182127,0.0820000022649765,0.6070003509521484,True
ESO444-G084,7,33.349804034715035,0.3934189569542521,6.121218947796926,12.510834747390252,10.54330408908242,1.9675306583078314,0.11163097544074113,False,,,,,,,,False
ESO563-G021,30,117.979670125645,0.2096307111660001,2.625810795014064,47.710899723373984,45.76724985115782,1.943649872216163,0.06769060090813395,True,08471698-2002083,0.2875708952761201,10.097000122070312,0.0189999993890523,8.890000343322754,0.0270000007003545,1.2069997787475586,True
F561-1,6,9.593416723190401,0.0932471410770506,1.5462200614200747,33.5875960519054,32.44393772072445,1.1436583311809514,-0.23371447992257793,False,,,,,,,,False
F563-1,17,62.47755725522295,0.47404303059338765,8.873318311371731,18.05249544192981,18.479039883072723,-0.42654444114291223,0.05836832133572135,False,,,,,,,,False
F563-V1,6,4.948718563402543,0.10721387027001872,1.6412542307903915,28.717546338798492,29.313246715246144,-0.5957003764476525,-0.28507349621358036,False,,,,,,,,False
F563-V2,10,59.03782298606215,0.42815128956079473,7.185491659547477,23.33518818437543,23.508613653044826,-0.17342546866939657,0.16633835773763467,False,,,,,,,,False
F565-V2,7,41.08791342698134,0.440217985328674,7.593394627122484,6.66515049831002,6.941029183826452,-0.2758786855164326,0.03159084731673368,False,,,,,,,,False
F567-2,5,20.87431740450611,0.24649158692556783,3.1115957802253,19.792099186657083,19.373344966921394,0.41875421973568905,-0.11078284315839852,False,,,,,,,,False
F568-1,12,69.86283183130358,0.4412296286370866,7.636859686228604,29.075384973229855,30.05800204867938,-0.9826170754495251,0.11778552060596048,False,,,,,,,,False
F568-3,18,44.56354544414182,0.33833652547179793,4.758700533327911,7.696964094569489,7.985346773018619,-0.2883826784491301,-0.01762777048994145,False,,,,,,,,False
F568-V1,15,65.51997770587302,0.46804382997560984,8.631527528183806,25.12034273096031,25.827411917193523,-0.7070691862332126,0.13000041103681828,False,,,,,,,,False
F571-8,13,55.62174794317092,0.20416959172447266,2.560584919813105,25.348526741440647,27.9348912491535,-2.5863645077128545,-0.0008998489767397831,True,11335510+1921355,0.5709869883445922,13.076000213623049,0.0399999991059303,12.08899974822998,0.0649999976158142,0.9870004653930664,True
F571-V1,7,39.794929421262424,0.34868246720735924,4.981555055131506,7.101413436478902,6.314856160858179,0.7865572756207229,-0.039406285808211594,False,,,,,,,,False
F574-1,14,48.52533758837649,0.3790886001949715,5.733037565023371,8.374856559384257,8.824610426524464,-0.44975386714020615,0.026361289509296528,False,,,,,,,,False
F574-2,5,2.767625676783319,0.020909236274009157,1.101078981702889,39.20789727016803,38.699659717100474,0.5082375530675591,-0.36963878924536403,False,,,,,,,,False
F579-V1,14,55.68314744072652,0.32429344906812474,4.452866718974532,18.939451232676195,18.494440542818275,0.44501068985792,0.047352442809296444,False,,,,,,,,False
F583-1,25,37.881198388480925,0.49385494332247243,9.720976352262968,11.282622402638419,10.323493534732554,0.9591288679058643,0.07897673760298454,False,,,,,,,,False
F583-4,12,28.25603613945153,0.31325538529578933,4.232681844688099,5.915302107674707,5.333115174984885,0.5821869326898224,-0.038449582578759724,False,,,,,,,,False
IC2574,34,23.78354699928544,0.30421824438659717,4.059166988321475,12.934659040773015,13.48669801531149,-0.5520389745384744,-0.10795100587837478,True,10282348+6824437,0.7439095489542202,11.484000205993652,0.0480000004172325,10.718000411987305,0.1049999967217445,0.7659997940063477,False
IC4202,32,69.1215936942972,0.14156315364024402,1.9192370539696701,26.398209711745388,25.62045319043275,0.7777565213126358,0.013177074718706452,True,13083158+2442030,0.2257566232119232,11.501999855041504,0.0260000005364418,10.409000396728516,0.0399999991059303,1.0929994583129885,True
KK98-251,15,9.24231819672141,0.1968863920037526,2.476126248664932,8.088563673920335,10.84637019716049,-2.757806523240154,-0.12618643907284002,False,,,,,,,,False
NGC0024,29,47.18129248016705,0.30590122787232943,4.090745447521125,22.065397629261646,20.9282676629855,1.1371299662761452,0.12570815865055002,True,00095654-2457472,1.0612628627662768,9.711000442504885,0.0219999998807907,8.954999923706055,0.0399999991059303,0.7560005187988281,True
NGC0055,21,30.10483924708385,0.22960455286685055,2.8787841688833353,19.087338882558676,17.392342682882855,1.6949961996758205,-0.09884562109361618,True,00145360-3911478,0.2142244940133006,6.97599983215332,0.025000000372529,6.249000072479248,0.0489999987185001,0.7269997596740723,True
NGC0100,21,37.32423045477865,0.2834063052568449,3.6881842637048936,5.00548994924672,6.002679810462169,-0.9971898612154488,-0.01545268856529923,True,00240283+1629110,3.370362400243999,11.284000396728516,0.0299999993294477,10.55799961090088,0.0659999996423721,0.7260007858276367,True
NGC0247,26,44.3387445217944,0.29674966661273466,3.9219259805625732,7.4959952318082275,5.405792901199021,2.0902023306092063,-0.030213675214421858,True,00470855-2045374,1.373657702729136,8.076000213623047,0.0289999991655349,7.429999828338623,0.0630000010132789,0.6460003852844238,True
NGC0289,28,72.05791283517864,0.27309471907891725,3.517735229789479,28.775322333717778,23.450412720673405,5.3249096130443725,-0.05688789301322199,True,00524236-3112209,1.2057039686803694,8.857999801635742,0.0189999993890523,7.997000217437744,0.0270000007003545,0.860999584197998,True
NGC0300,25,46.47895971603302,0.3455626167061339,4.910494550484444,4.749141333939277,5.662339852940226,-0.9131985190009493,0.013376381395548727,True,00545347-3741037,0.7153451699386865,7.039000034332275,0.0280000008642673,6.379000186920166,0.0579999983310699,0.6599998474121094,True
NGC0801,13,53.95541255762082,0.10598581301628256,1.6291895885462302,39.262247091934995,35.002028603913274,4.260218488021721,-0.04212017679698757,True,02034484+3815312,0.764508485717195,10.58899974822998,0.0189999993890523,9.51200008392334,0.0299999993294477,1.0769996643066406,True
NGC0891,18,42.48873191442031,0.06911848552712446,1.3765834409888469,24.61149844650824,29.28807597864137,-4.67657753213313,-0.015960044179323306,True,02223290+4220539,0.0053212554153985,7.25600004196167,0.0170000009238719,5.938000202178955,0.0170000009238719,1.3179998397827148,True
NGC1003,36,57.05520264141121,0.35013303436800036,5.023063319689978,9.633641031450503,8.101431111469767,1.5322099199807369,-0.03762806991260827,True,02391689+4052202,1.485888469016892,10.118000030517578,0.0289999991655349,9.350000381469728,0.0560000017285347,0.7679996490478516,True
NGC1090,24,53.94427875610074,0.1625923052745683,2.1144079088310885,20.94968009312033,18.293757376899997,2.655922716220335,-0.05923774385968971,True,02463391-0014493,0.8461766005616396,10.079999923706056,0.0219999998807907,9.196999549865724,0.0390000008046627,0.883000373840332,True
NGC1705,14,44.86883854026655,0.4625108126473795,8.435007048958136,18.191871603934604,17.056308277302186,1.1355633266324183,0.12601709190055344,True,04541350-5321398,0.358697522301142,11.21399974822998,0.032999999821186,10.524999618530272,0.0610000006854534,0.689000129699707,True
NGC2366,26,18.91729119521532,0.24631181876605734,3.109023551098342,10.725828060898037,11.340451753431852,-0.6146236925338151,-0.08816519501278769,True,07284539+6912186,58.232730292342715,14.458999633789062,0.1120000034570694,13.050000190734863,0.1089999973773956,1.4089994430541992,False
NGC2403,73,50.70104801512085,0.17870281563184667,2.2772233655698453,5.779089953483995,6.409403674212238,-0.6303137207282434,0.021030146878215965,True,07365139+6536091,0.7740472441804247,6.980999946594238,0.0230000000447034,6.190999984741211,0.0390000008046627,0.7899999618530273,True
NGC2683,11,63.99459888504824,0.2119500449542305,2.6539949362578708,18.805471881596116,14.216966846576474,4.588505035019642,-0.03886545978314711,True,08524134+3325184,0.5484518117553591,7.310999870300293,0.0160000007599592,6.328000068664551,0.0170000009238719,0.9829998016357422,True
NGC2841,50,130.51149487715645,0.20652357607364924,2.5911694194746455,59.793189202039756,55.503798047186756,4.289391154853,0.09728204654442854,True,09220265+5058353,0.4834834333099236,7.00600004196167,0.0160000007599592,6.061999797821045,0.0189999993890523,0.944000244140625,True
NGC2903,34,60.52008718835979,0.13609363263940832,1.87348954921523,22.945810298947578,23.583991505916615,-0.6381812069690369,-0.00035287799539848665,True,09321011+2130029,0.0,6.951000213623047,0.0160000007599592,6.035999774932861,0.0179999992251396,0.9150004386901855,True
NGC2915,30,53.35994986959267,0.549638430912307,12.568640322083429,20.612760955462395,20.623427460242997,-0.010666504780601826,0.10699844538103512,True,09261153-7637347,1.612119765169245,10.567999839782717,0.0299999993294477,9.826000213623049,0.0560000017285347,0.741999626159668,True
NGC2955,24,42.649935542778884,0.042392630532607875,1.215584933891228,17.732134475834556,20.770860778781977,-3.0387263029474205,-0.008651427108104718,True,09411660+3552556,0.4418982582507528,10.994000434875488,0.0219999998807907,10.039999961853027,0.0299999993294477,0.9540004730224608,True
NGC2976,27,14.260040448565768,0.11461873174023993,1.6952644835728254,3.0723026288735373,5.419915465635696,-2.3476128367621585,-0.019102414574579004,True,09471545+6754589,1.3430467390931244,8.345000267028809,0.0199999995529651,7.52400016784668,0.0299999993294477,0.8210000991821289,True
